Sample #,Week,WoP,Period,Group,Date,Time,ObsHrs,Name,Code,Class,age,male,UCPsg,gsAF,gsAS
271,11,59,e,R6,12/20/2013,14:02,11.0 ,Kasaija,KSJ,AM,1,1,20.98 ,18,28
272,11,59,e,R6,12/21/2013,13:55,11.5 ,Kabeba,KBB,JF,3,0,3.12 ,18,28
273,11,59,e,R6,12/21/2013,14:15,11.5 ,Kasaija,KSJ,AM,1,1,16.81 ,18,28
274,11,59,e,R6,12/21/2013,14:15,11.5 ,Koojo,KOO,SF,2,0,2.84 ,18,28
275,11,59,e,R6,12/21/2013,14:40,11.5 ,Kengonzi,KNG,AF,1,0,22.65 ,18,28
276,11,59,e,R6,12/21/2013,15:20,11.5 ,Ategeka,ATE,SF,2,0,3.45 ,18,28
277,11,59,e,R6,12/22/2013,10:11,10.5 ,Kabulemu,KBL,AF,1,0,2.02 ,18,28
278,11,59,e,R6,12/22/2013,12:15,10.5 ,Mugisa,MUG,SF,2,0,1.25 ,18,28
279,11,59,e,R6,12/22/2013,12:57,10.5 ,Kasigazi,KSG,SF,2,0,17.79 ,18,28
280,11,59,e,R6,12/22/2013,13:15,10.5 ,Kentaro,KNT,AF,1,0,1.69 ,18,28
281,11,59,e,R6,12/22/2013,14:23,10.5 ,Kamakune,KAM,AF,1,0,45.30 ,18,28
282,11,59,e,R6,12/22/2013,14:40,10.5 ,Kacupa,KAC,SF,2,0,4.39 ,18,28
283,11,59,e,R6,12/22/2013,15:24,10.5 ,Nkojo,NKO,AF,1,0,3.01 ,18,28
299,12,60,e,R5,01/04/2014,10:11,3.5 ,Sarah,SAR,AF,1,0,28.80 ,15,19
300,12,60,e,R5,01/04/2014,12:05,3.5 ,Light,LIG,AF,1,0,31.73 ,15,19
302,12,60,e,R5,01/04/2014,14:23,3.5 ,Ringtail,RIN,AF,1,0,3.70 ,15,19
303,12,60,e,R5,01/05/2014,13:06,10.0 ,Doreen,DOR,AF,1,0,2.88 ,15,19
304,12,60,e,R5,01/06/2014,10:40,9.5 ,Mark,MAR,AM,1,1,2.61 ,15,19
305,12,60,e,R5,01/06/2014,11:03,9.5 ,Rose,ROS,AF,1,0,2.87 ,15,19
306,12,60,e,R5,01/06/2014,13:07,9.5 ,Topista,TOP,AF,1,0,85.19 ,15,19
307,12,60,e,R5,01/08/2014,11:45,11.0 ,Topista,TOP,AF,1,0,1.78 ,15,19
308,12,60,e,R5,01/08/2014,14:02,11.0 ,Kate,KAT,AF,1,0,1.14 ,15,19
309,13,60,e,R5,01/10/2014,10:58,8.0 ,Edith,EDI,AF,1,0,1.84 ,15,19
310,13,60,e,R5,01/10/2014,12:09,8.0 ,Light,LIG,AF,1,0,1.41 ,15,19
311,13,60,e,R5,01/10/2014,14:00,8.0 ,Teddy,TED,AF,1,0,1.12 ,15,19
312,13,60,e,R5,01/10/2014,15:20,8.0 ,Dizzy,DIZ,AF,1,0,1.30 ,15,19
313,13,60,e,R5,01/11/2014,13:05,11.5 ,Kate,KAT,AF,1,0,0.65 ,15,19
314,13,60,e,R5,01/11/2014,14:34,11.5 ,Mark,MAR,AM,1,1,3.95 ,15,19
315,13,60,e,R5,01/12/2014,13:40,11.0 ,Annette,ANN,AF,1,0,1.44 ,15,19
316,13,60,e,R5,01/12/2014,14:03,11.0 ,Sarah,SAR,AF,1,0,1.12 ,15,19
317,13,60,e,R5,01/13/2014,09:50,8.0 ,Joy,JOY,SF,2,0,0.74 ,15,19
318,13,60,e,R5,01/13/2014,10:00,8.0 ,Rose,ROS,AF,1,0,1.77 ,15,19
319,13,60,e,R5,01/13/2014,11:00,8.0 ,Kate,KAT,AF,1,0,1.55 ,15,19
320,13,60,e,R5,01/13/2014,14:15,8.0 ,Light,LIG,AF,1,0,19.15 ,15,19
321,13,60,e,R5,01/14/2014,11:18,12.0 ,Mark,MAR,AM,1,1,2.09 ,15,19
322,13,60,e,R5,01/14/2014,13:12,12.0 ,Teddy,TED,AF,1,0,1.83 ,15,19
323,13,60,e,R5,01/14/2014,15:16,12.0 ,Jane,JAN,AF,1,0,2.36 ,15,19
324,13,60,e,R5,01/15/2014,14:20,10.0 ,Ellen,ELL,SF,2,0,0.76 ,15,19
325,13,60,e,R5,01/15/2014,16:00,10.0 ,Jack,JAK,SF,2,0,0.82 ,15,19
326,13,60,e,R5,01/16/2014,10:40,11.0 ,Patrick,PAT,AF,1,0,1.28 ,15,19
327,13,60,e,R5,01/16/2014,14:02,11.0 ,Edith,EDI,AF,1,0,1.21 ,15,19
285,12,60,e,R6,01/04/2014,11:11,6.5 ,Kamakune,KAM,AF,1,0,1.05 ,18,28
286,12,60,e,R6,01/04/2014,12:08,6.5 ,Kabulemu,KBL,AF,1,0,1.26 ,18,28
287,12,60,e,R6,01/04/2014,12:15,6.5 ,Basemera,BAS,AF,1,0,5.71 ,18,28
288,12,60,e,R6,01/04/2014,12:15,6.5 ,Kaisiki,KAI,AF,1,0,1.26 ,18,28
289,12,60,e,R6,01/04/2014,13:10,6.5 ,Macumu,MAC,AF,1,0,2.48 ,18,28
290,12,60,e,R6,01/04/2014,14:07,6.5 ,Mutebi,MUT,SF,2,0,0.90 ,18,28
291,12,60,e,R6,01/04/2014,18:21,6.5 ,Bacwenkojo,BAC,AF,1,0,1.58 ,18,28
293,12,60,e,R6,01/05/2014,12:11,8.5 ,Kabarwani,KBW,AF,1,0,2.14 ,18,28
294,12,60,e,R6,01/07/2014,10:47,10.0 ,Kacupa,KAC,SF,2,0,2.45 ,18,28
295,12,60,e,R6,01/07/2014,10:50,10.0 ,Kamakune,KAM,AF,1,0,0.97 ,18,28
296,12,60,e,R6,01/07/2014,12:15,10.0 ,Kentaro,KNT,AF,1,0,0.66 ,18,28
297,12,60,e,R6,01/07/2014,13:40,10.0 ,Kabaganda,KGD,AF,1,0,0.96 ,18,28
298,12,60,e,R6,01/07/2014,13:42,10.0 ,Nkojo,NKO,AF,1,0,1.12 ,18,28
299,12,60,e,R6,01/09/2014,10:43,,Kasamaki,KSI,AF,1,0,0.58 ,18,28
301,12,60,e,R6,01/09/2014,15:49,,Koojo,KOO,SF,2,0,0.89 ,18,28
303,13,60,e,R6,01/10/2014,11:20,9.0 ,Kebirungi,KEB,AF,1,0,2.06 ,18,28
304,13,60,e,R6,01/10/2014,13:05,9.0 ,Kakaikuru,KAK,AF,1,0,2.43 ,18,28
305,13,60,e,R6,01/11/2014,10:50,12.0 ,Karungi,KAR,AF,1,0,1.71 ,18,28
306,13,60,e,R6,01/11/2014,12:40,12.0 ,Kengonzi,KNG,AF,1,0,1.95 ,18,28
307,13,60,e,R6,01/12/2014,10:10,9.0 ,Kalema,KAL,AF,1,0,1.68 ,18,28
308,13,60,e,R6,01/12/2014,11:40,9.0 ,Kabeba,KBB,JF,3,0,0.93 ,18,28
309,13,60,e,R6,01/12/2014,12:10,9.0 ,Koojo,KOO,SF,2,0,1.02 ,18,28
310,13,60,e,R6,01/12/2014,13:41,9.0 ,Mutebi,MUT,SF,2,0,3.37 ,18,28
311,13,60,e,R6,01/13/2014,11:12,11.5 ,Kyoya,KYO,AF,1,0,1.80 ,18,28
312,13,60,e,R6,01/13/2014,11:15,11.5 ,Kasamaki,KSI,AF,1,0,1.20 ,18,28
313,13,60,e,R6,01/13/2014,12:17,11.5 ,Kabulemu,KBL,AF,1,0,1.44 ,18,28
315,13,60,e,R6,01/13/2014,14:13,11.5 ,Koojo,KOO,SF,2,0,1.09 ,18,28
316,13,60,e,R6,01/13/2014,15:10,11.5 ,Kasemire,KSE,AF,1,0,2.13 ,18,28
317,13,60,e,R6,01/15/2014,10:20,10.5 ,Chance,CHN,SM,2,1,1.37 ,18,28
318,13,60,e,R6,01/15/2014,13:20,10.5 ,Mugisa,MUG,SF,2,0,1.72 ,18,28
319,13,60,e,R6,01/15/2014,14:23,10.5 ,Kasigazi,KSG,SF,2,0,1.54 ,18,28
328,14,61,e,R5,01/27/2014,11:40,12.0 ,Ellen,ELL,SF,2,0,21.68 ,15,19
329,15,61,e,R5,01/31/2014,13:22,3.0 ,Doreen,DOR,AF,1,0,1.59 ,15,19
330,15,61,e,R5,02/01/2014,14:13,9.0 ,Teddy,TED,AF,1,0,5.31 ,15,19
331,15,61,e,R5,02/03/2014,09:54,9.5 ,Ringtail,RIN,AF,1,0,31.68 ,15,19
332,15,61,e,R5,02/03/2014,10:30,9.5 ,Kate,KAT,AF,1,0,60.26 ,15,19
333,15,61,e,R5,02/03/2014,14:00,9.5 ,Annette,ANN,AF,1,0,15.07 ,15,19
334,15,61,e,R5,02/04/2014,09:08,10.0 ,Mark,MAR,AM,1,1,0.87 ,15,19
335,15,61,e,R5,02/04/2014,11:12,10.0 ,Light,LIG,AF,1,0,2.33 ,15,19
336,15,61,e,R5,02/04/2014,11:45,10.0 ,Rose,ROS,AF,1,0,3.79 ,15,19
337,15,61,e,R5,02/04/2014,14:00,10.0 ,Teddy,TED,AF,1,0,25.69 ,15,19
338,15,61,e,R5,02/04/2014,15:04,10.0 ,Dizzy,DIZ,AF,1,0,19.25 ,15,19
339,15,61,e,R5,02/05/2014,11:12,10.5 ,Teddy,TED,AF,1,0,1.06 ,15,19
340,15,61,e,R5,02/05/2014,13:14,10.5 ,Topista,TOP,AF,1,0,1.06 ,15,19
323,14,61,e,R6,01/26/2014,12:52,9.0 ,Murungi,MUR,SM,2,1,1.80 ,18,28
324,14,61,e,R6,01/27/2014,12:15,9.5 ,Karungi,KAR,AF,1,0,2.25 ,18,28
325,14,61,e,R6,01/27/2014,13:17,9.5 ,Basemera,BAS,AF,1,0,0.79 ,18,28
326,15,61,e,R6,01/31/2014,12:10,5.0 ,Kabulemu,KBL,AF,1,0,3.32 ,18,28
327,15,61,e,R6,01/31/2014,13:10,5.0 ,Macumu,MAC,AF,1,0,3.04 ,18,28
328,15,61,e,R6,02/02/2014,10:25,10.0 ,Kakaikuru,KAK,AF,1,0,1.21 ,18,28
329,15,61,e,R6,02/02/2014,12:11,10.0 ,Kaisiki,KAI,AF,1,0,1.20 ,18,28
330,15,61,e,R6,02/02/2014,12:44,10.0 ,Murungi,MUR,SM,2,1,0.61 ,18,28
331,15,61,e,R6,02/02/2014,13:10,10.0 ,Kasemire,KSE,AF,1,0,0.61 ,18,28
332,15,61,e,R6,02/02/2014,13:26,10.0 ,Kabarwani,KBW,AF,1,0,,18,28
333,15,61,e,R6,02/02/2014,14:31,10.0 ,Karungi,KAR,AF,1,0,0.79 ,18,28
335,15,61,e,R6,02/03/2014,12:40,10.0 ,Kyoya,KYO,AF,1,0,1.33 ,18,28
336,15,61,e,R6,02/04/2014,09:09,9.5 ,Kamakune,KAM,AF,1,0,1.10 ,18,28
338,15,61,e,R6,02/04/2014,10:31,9.5 ,Kengonzi,KNG,AF,1,0,0.87 ,18,28
339,15,61,e,R6,02/04/2014,11:50,9.5 ,Basemera,BAS,AF,1,0,1.08 ,18,28
341,15,61,e,R6,02/04/2014,12:17,9.5 ,Kasigazi,KSG,SF,2,0,0.70 ,18,28
342,15,61,e,R6,02/04/2014,12:40,9.5 ,Kasemire,KSE,AF,1,0,0.68 ,18,28
344,15,61,e,R6,02/04/2014,13:45,9.5 ,Kentaro,KNT,AF,1,0,1.38 ,18,28
347,15,61,e,R6,02/05/2014,11:39,10.5 ,Kasemire,KSE,AF,1,0,1.29 ,18,28
349,15,61,e,R6,02/05/2014,12:53,10.5 ,Koojo,KOO,SF,2,0,0.61 ,18,28
351,15,61,e,R6,02/05/2014,14:01,10.5 ,Bacwenkojo,BAC,AF,1,0,1.39 ,18,28
341,16,62,e,R5,02/14/2014,10:27,2.5 ,Kate,KAT,AF,1,0,1.84 ,15,19
342,16,62,e,R5,02/14/2014,12:12,2.5 ,Sarah,SAR,AF,1,0,1.07 ,15,19
343,16,62,e,R5,02/14/2014,13:05,2.5 ,Annette,ANN,AF,1,0,0.99 ,15,19
344,16,62,e,R5,02/14/2014,13:50,2.5 ,Doreen,DOR,AF,1,0,2.04 ,15,19
345,16,62,e,R5,02/14/2014,14:00,2.5 ,Edith,EDI,AF,1,0,2.18 ,15,19
346,16,62,e,R5,02/15/2014,12:11,11.5 ,Edith,EDI,AF,1,0,0.94 ,15,19
347,16,62,e,R5,02/15/2014,13:08,11.5 ,Rose,ROS,AF,1,0,1.02 ,15,19
348,16,62,e,R5,02/15/2014,14:02,11.5 ,Ringtail,RIN,AF,1,0,1.08 ,15,19
349,16,62,e,R5,02/15/2014,14:13,11.5 ,Teddy,TED,AF,1,0,1.20 ,15,19
350,16,62,e,R5,02/16/2014,11:40,11.5 ,Patrick,PAT,AF,1,0,0.81 ,15,19
351,16,62,e,R5,02/16/2014,12:14,11.5 ,Topista,TOP,AF,1,0,1.41 ,15,19
352,16,62,e,R5,02/16/2014,13:23,11.5 ,Teddy,TED,AF,1,0,1.77 ,15,19
353,16,62,e,R5,02/16/2014,13:46,11.5 ,Doreen,DOR,AF,1,0,1.09 ,15,19
354,16,62,e,R5,02/16/2014,16:18,11.5 ,Light,LIG,AF,1,0,0.69 ,15,19
355,16,62,e,R5,02/16/2014,16:22,11.5 ,Rose,ROS,AF,1,0,1.04 ,15,19
356,16,62,e,R5,02/17/2014,12:17,12.0 ,Sarah,SAR,AF,1,0,1.30 ,15,19
357,16,62,e,R5,02/17/2014,13:06,12.0 ,Annette,ANN,AF,1,0,1.07 ,15,19
358,16,62,e,R5,02/18/2014,12:32,11.0 ,Julie,JUL,AF,1,0,0.97 ,15,19
359,16,62,e,R5,02/18/2014,13:12,11.0 ,Teddy,TED,AF,1,0,1.82 ,15,19
360,16,62,e,R5,02/18/2014,13:40,11.0 ,Doreen,DOR,AF,1,0,1.43 ,15,19
361,16,62,e,R5,02/19/2014,12:58,11.5 ,Mark,MAR,AM,1,1,0.85 ,15,19
362,16,62,e,R5,02/19/2014,14:00,11.5 ,Kate,KAT,AF,1,0,1.81 ,15,19
363,16,62,e,R5,02/19/2014,14:23,11.5 ,Dizzy,DIZ,AF,1,0,2.17 ,15,19
364,17,62,e,R5,02/20/2014,13:04,11.5 ,Rose,ROS,AF,1,0,28.91 ,15,19
365,17,62,e,R5,02/20/2014,13:45,11.5 ,Sarah,SAR,AF,1,0,12.37 ,15,19
366,17,62,e,R5,02/20/2014,14:17,11.5 ,Annette,ANN,AF,1,0,1.61 ,15,19
368,17,62,e,R5,02/21/2014,12:13,12.0 ,Patrick,PAT,AF,1,0,1.03 ,15,19
369,17,62,e,R5,02/21/2014,12:18,12.0 ,Doreen,DOR,AF,1,0,1.35 ,15,19
370,17,62,e,R5,02/21/2014,13:22,12.0 ,Topista,TOP,AF,1,0,0.92 ,15,19
371,17,62,e,R5,02/21/2014,13:40,12.0 ,Teddy,TED,AF,1,0,1.27 ,15,19
372,17,62,e,R5,02/21/2014,15:00,12.0 ,Julie,JUL,AF,1,0,3.31 ,15,19
373,17,62,e,R5,02/22/2014,14:13,11.5 ,Annette,ANN,AF,1,0,41.07 ,15,19
374,17,62,e,R5,02/24/2014,11:17,8.5 ,Edith,EDI,AF,1,0,41.30 ,15,19
375,17,62,e,R5,02/24/2014,13:41,8.5 ,Light,LIG,AF,1,0,2.18 ,15,19
376,17,62,e,R5,02/24/2014,13:56,8.5 ,Annette,ANN,AF,1,0,68.08 ,15,19
377,17,62,e,R5,02/24/2014,14:08,8.5 ,Jane,JAN,AF,1,0,1.14 ,15,19
378,17,62,e,R5,02/25/2014,11:06,11.5 ,Dizzy,DIZ,AF,1,0,26.72 ,15,19
379,17,62,e,R5,02/25/2014,11:18,11.5 ,Kate,KAT,AF,1,0,11.44 ,15,19
380,17,62,e,R5,02/25/2014,14:12,11.5 ,Sarah,SAR,AF,1,0,22.30 ,15,19
381,17,62,e,R5,02/25/2014,14:54,11.5 ,Teddy,TED,AF,1,0,2.05 ,15,19
382,17,62,e,R5,02/26/2014,09:24,11.5 ,Rose,ROS,AF,1,0,7.47 ,15,19
383,17,62,e,R5,02/26/2014,11:17,11.5 ,Topista,TOP,AF,1,0,7.20 ,15,19
384,17,62,e,R5,02/26/2014,13:12,11.5 ,Doreen,DOR,AF,1,0,17.04 ,15,19
385,17,62,e,R5,02/26/2014,14:42,11.5 ,Teddy,TED,AF,1,0,0.93 ,15,19
386,18,62.25,e,R5,02/27/2014,10:20,11.5 ,Sarah,SAR,AF,1,0,4.08 ,15,19
387,18,62.25,e,R5,02/27/2014,11:14,11.5 ,Rose,ROS,AF,1,0,24.04 ,15,19
389,18,62.25,e,R5,02/27/2014,13:31,11.5 ,Ringtail,RIN,AF,1,0,1.05 ,15,19
390,18,62.25,e,R5,02/27/2014,14:38,11.5 ,Annette,ANN,AF,1,0,27.44 ,15,19
391,18,62.25,e,R5,02/27/2014,15:04,11.5 ,Doreen,DOR,AF,1,0,9.56 ,15,19
394,18,62.25,e,R5,02/28/2014,11:54,11.5 ,Rose,ROS,AF,1,0,11.97 ,15,19
395,18,62.25,e,R5,02/28/2014,12:18,11.5 ,Edith,EDI,AF,1,0,2.07 ,15,19
396,18,62.25,e,R5,02/28/2014,13:06,11.5 ,Kate,KAT,AF,1,0,1.37 ,15,19
397,18,62.25,e,R5,03/01/2014,09:13,9.5 ,Light,LIG,AF,1,0,1.29 ,15,19
399,18,62.25,e,R5,03/01/2014,12:09,9.5 ,Jane,JAN,AF,1,0,36.37 ,15,19
400,18,62.25,e,R5,03/01/2014,13:51,9.5 ,Teddy,TED,AF,1,0,9.04 ,15,19
401,18,62.25,e,R5,03/01/2014,14:18,9.5 ,Dizzy,DIZ,AF,1,0,2.34 ,15,19
402,18,62.25,e,R5,03/02/2014,11:17,11.0 ,Topista,TOP,AF,1,0,0.89 ,15,19
403,18,62.25,e,R5,03/02/2014,13:05,11.0 ,Edith,EDI,AF,1,0,0.42 ,15,19
404,18,62.25,e,R5,03/02/2014,14:19,11.0 ,Sarah,SAR,AF,1,0,9.71 ,15,19
53,1,63,f,R1,03/13/2014,10:40,1.0 ,Wolf,WOL,SM,2,1,1.08 ,9,14
54,1,63,f,R1,03/13/2014,11:15,1.0 ,Donkey,DON,AF,1,0,0.97 ,9,14
55,1,63,f,R1,03/13/2014,12:10,1.0 ,Tiger,TIG,AF,1,0,1.07 ,9,14
56,1,63,f,R1,03/13/2014,12:25,1.0 ,Leopard,LEO,AF,1,0,1.50 ,9,14
57,1,63,f,R1,03/14/2014,13:25,11.0 ,Rhino,RHI,AF,1,0,1.24 ,9,14
58,1,63,f,R1,03/14/2014,15:01,11.0 ,Elephant,ELE,AM,1,1,0.95 ,9,14
59,1,63,f,R1,03/14/2014,16:35,11.0 ,Hippo,HIP,AF,1,0,0.97 ,9,14
60,1,63,f,R1,03/15/2014,10:10,10.0 ,Leopard,LEO,AF,1,0,3.46 ,9,14
61,1,63,f,R1,03/16/2014,12:40,11.0 ,Buffalo,BUF,AF,1,0,3.49 ,9,14
62,1,63,f,R1,03/17/2014,13:15,6.5 ,Lion,LIO,SM,2,1,0.67 ,9,14
63,1,63,f,R1,03/18/2014,10:25,9.5 ,Antelope,ANT,SF,2,0,1.04 ,9,14
64,1,63,f,R1,03/18/2014,12:50,9.5 ,Fox,FOX,SM,2,1,0.82 ,9,14
65,1,63,f,R1,03/18/2014,14:15,9.5 ,Giraffe,GIR,AF,1,0,1.04 ,9,14
66,2,63,f,R1,03/19/2014,11:20,10.0 ,Giraffe,GIR,AF,1,0,0.97 ,9,14
67,2,63,f,R1,03/19/2014,14:07,10.0 ,Horse,HOR,AF,1,0,0.91 ,9,14
68,2,63,f,R1,03/21/2014,10:29,9.0 ,Duiker,DUI,AF,1,0,4.31 ,9,14
69,2,63,f,R1,03/22/2014,10:15,11.0 ,Leopard,LEO,AF,1,0,1.35 ,9,14
70,2,63,f,R1,03/22/2014,10:44,11.0 ,Fox,FOX,SM,2,1,0.72 ,9,14
71,2,63,f,R1,03/22/2014,12:25,11.0 ,Antelope,ANT,SF,2,0,0.72 ,9,14
72,2,63,f,R1,03/22/2014,12:35,11.0 ,Lion,LIO,SM,2,1,0.79 ,9,14
73,2,63,f,R1,03/25/2014,11:47,9.0 ,Giraffe,GIR,AF,1,0,8.29 ,9,14
74,2,63,f,R1,03/25/2014,12:16,9.0 ,Horse,HOR,AF,1,0,7.43 ,9,14
227,18,63,f,R2,03/15/2014,14:15,12.0 ,Kasese,KAS,AM,1,1,1.53 ,7,11
228,18,63,f,R2,03/16/2014,09:08,12.0 ,Kamwenge,KWG,AF,1,0,0.87 ,7,11
229,18,63,f,R2,03/16/2014,10:05,12.0 ,Mpigi,MPI,AF,1,0,0.98 ,7,11
230,18,63,f,R2,03/16/2014,11:56,12.0 ,Gulu,GUL,AF,1,0,0.75 ,7,11
231,18,63,f,R2,03/17/2014,11:52,11.5 ,Gulu,GUL,AF,1,0,2.18 ,7,11
232,18,63,f,R2,03/17/2014,13:20,11.5 ,Kyenjojo,KYE,AF,1,0,2.18 ,7,11
233,18,63,f,R2,03/17/2014,13:25,11.5 ,Mpigi,MPI,AF,1,0,1.15 ,7,11
234,18,63,f,R2,03/18/2014,10:11,12.0 ,Mpigi,MPI,AF,1,0,2.12 ,7,11
235,18,63,f,R2,03/18/2014,11:03,12.0 ,Hoima,HOI,AF,1,0,1.18 ,7,11
236,18,63,f,R2,03/18/2014,12:15,12.0 ,Kabarole,KAB,AF,1,0,1.93 ,7,11
237,18,63,f,R2,03/18/2014,13:18,12.0 ,Jinja,JIN,AF,1,0,2.18 ,7,11
238,18,63,f,R2,03/18/2014,13:26,12.0 ,Kyenjojo,KYE,AF,1,0,1.80 ,7,11
240,18,63,f,R2,03/18/2014,14:00,12.0 ,Kamwenge,KWG,AF,1,0,2.14 ,7,11
241,19,63,f,R2,03/19/2014,11:49,12.0 ,Kamwenge,KWG,AF,1,0,2.07 ,7,11
242,19,63,f,R2,03/19/2014,12:11,12.0 ,Gulu,GUL,AF,1,0,1.20 ,7,11
243,19,63,f,R2,03/19/2014,13:47,12.0 ,Hoima,HOI,AF,1,0,21.58 ,7,11
244,19,63,f,R2,03/19/2014,14:02,12.0 ,Kasese,KAS,AM,1,1,14.24 ,7,11
247,19,63,f,R2,03/20/2014,11:38,12.0 ,Hoima,HOI,AF,1,0,5.75 ,7,11
248,19,63,f,R2,03/22/2014,10:03,12.0 ,Mpigi,MPI,AF,1,0,50.61 ,7,11
249,19,63,f,R2,03/22/2014,10:11,12.0 ,Kabarole,KAB,AF,1,0,2.45 ,7,11
250,19,63,f,R2,03/22/2014,11:37,12.0 ,Kasese,KAS,AM,1,1,22.42 ,7,11
251,19,63,f,R2,03/22/2014,13:33,12.0 ,Kyenjojo,KYE,AF,1,0,2.41 ,7,11
252,19,63,f,R2,03/22/2014,14:08,12.0 ,Jinja,JIN,AF,1,0,41.93 ,7,11
253,19,63,f,R2,03/24/2014,10:34,12.0 ,Kabarole,KAB,AF,1,0,4.93 ,7,11
254,19,63,f,R2,03/24/2014,11:38,12.0 ,Gulu,GUL,AF,1,0,4.59 ,7,11
255,19,63,f,R2,03/24/2014,12:12,12.0 ,Jinja,JIN,AF,1,0,3.54 ,7,11
256,19,63,f,R2,03/25/2014,10:16,12.0 ,Kyenjojo,KYE,AF,1,0,14.06 ,7,11
257,19,63,f,R2,03/25/2014,12:17,12.0 ,Mpigi,MPI,AF,1,0,8.79 ,7,11
108,7,63,f,R4,03/13/2014,11:09,,Pacific,PAC,AF,1,0,1.84 ,10,13
109,7,63,f,R4,03/13/2014,12:22,,Indian,IND,SM,2,1,1.94 ,10,13
110,7,63,f,R4,03/14/2014,10:20,9.0 ,Indian,IND,SM,2,1,1.95 ,10,13
111,7,63,f,R4,03/14/2014,12:55,9.0 ,Earth,EAR,AM,1,1,6.26 ,10,13
112,7,63,f,R4,03/15/2014,10:18,10.0 ,Indian,IND,SM,2,1,2.33 ,10,13
113,7,63,f,R4,03/15/2014,10:20,10.0 ,Victoria,VIC,SF,2,0,0.84 ,10,13
114,7,63,f,R4,03/15/2014,11:45,10.0 ,Moon,MOO,AF,1,0,1.45 ,10,13
115,7,63,f,R4,03/15/2014,12:11,10.0 ,Venus,VEN,AF,1,0,3.83 ,10,13
116,7,63,f,R4,03/15/2014,12:50,10.0 ,Pluto,PLU,AF,1,0,4.67 ,10,13
117,7,63,f,R4,03/16/2014,12:15,11.5 ,Earth,EAR,AM,1,1,0.64 ,10,13
119,7,63,f,R4,03/18/2014,10:15,10.5 ,Luna,LUN,AF,1,0,0.87 ,10,13
120,7,63,f,R4,03/18/2014,10:58,10.5 ,Victoria,VIC,SF,2,0,14.12 ,10,13
121,7,63,f,R4,03/18/2014,11:25,10.5 ,Andromeda,AND,AF,1,0,11.92 ,10,13
122,7,63,f,R4,03/18/2014,11:27,10.5 ,Sky,SKY,AF,1,0,0.69 ,10,13
123,7,63,f,R4,03/18/2014,12:12,10.5 ,Moon,MOO,AF,1,0,0.69 ,10,13
124,7,63,f,R4,03/18/2014,12:44,10.5 ,Pacific,PAC,AF,1,0,0.81 ,10,13
125,7,63,f,R4,03/18/2014,13:49,10.5 ,Indian,IND,SM,2,1,0.94 ,10,13
126,8,63,f,R4,03/19/2014,11:16,10.0 ,Jupiter,JUP,AF,1,0,1.03 ,10,13
127,8,63,f,R4,03/19/2014,12:17,10.0 ,Moon,MOO,AF,1,0,0.95 ,10,13
128,8,63,f,R4,03/20/2014,11:18,10.0 ,Sky,SKY,AF,1,0,1.71 ,10,13
130,8,63,f,R4,03/21/2014,10:29,9.5 ,Jupiter,JUP,AF,1,0,1.28 ,10,13
131,8,63,f,R4,03/21/2014,13:11,9.5 ,Sky,SKY,AF,1,0,1.49 ,10,13
132,8,63,f,R4,03/22/2014,09:50,11.0 ,Luna,LUN,AF,1,0,6.94 ,10,13
134,8,63,f,R4,03/22/2014,12:44,11.0 ,Victoria,VIC,SF,2,0,2.88 ,10,13
135,8,63,f,R4,03/22/2014,13:08,11.0 ,Indian,IND,SM,2,1,12.00 ,10,13
136,8,63,f,R4,03/22/2014,13:28,11.0 ,Earth,EAR,AM,1,1,16.40 ,10,13
137,8,63,f,R4,03/22/2014,14:01,11.0 ,Pacific,PAC,AF,1,0,9.10 ,10,13
138,8,63,f,R4,03/22/2014,14:26,11.0 ,Andromeda,AND,AF,1,0,9.51 ,10,13
139,8,63,f,R4,03/23/2014,12:10,10.0 ,Venus,VEN,AF,1,0,0.88 ,10,13
143,8,63,f,R4,03/23/2014,13:17,10.0 ,Mars,MRS,AF,1,0,1.13 ,10,13
144,8,63,f,R4,03/24/2014,11:24,10.5 ,Pluto,PLU,AF,1,0,3.76 ,10,13
146,8,63,f,R4,03/24/2014,12:39,10.5 ,Pacific,PAC,AF,1,0,4.34 ,10,13
147,8,63,f,R4,03/25/2014,12:05,8.5 ,Sky,SKY,AF,1,0,1.36 ,10,13
75,3,64,f,R1,04/09/2014,10:25,10.0 ,Wolf,WOL,SM,2,1,0.66 ,9,14
76,3,64,f,R1,04/09/2014,11:20,10.0 ,Antelope,ANT,SF,2,0,0.56 ,9,14
77,3,64,f,R1,04/09/2014,11:52,10.0 ,Tiger,TIG,AF,1,0,0.80 ,9,14
78,3,64,f,R1,04/10/2014,11:40,11.0 ,Buffalo,BUF,AF,1,0,2.37 ,9,14
79,3,64,f,R1,04/10/2014,12:09,11.0 ,Hippo,HIP,AF,1,0,2.15 ,9,14
80,3,64,f,R1,04/11/2014,10:45,11.0 ,Zebra,ZEB,AF,1,0,1.54 ,9,14
81,3,64,f,R1,04/11/2014,12:10,11.0 ,Buffalo,BUF,AF,1,0,1.82 ,9,14
82,3,64,f,R1,04/16/2014,12:45,11.0 ,Elephant,ELE,AM,1,1,0.95 ,9,14
258,20,64,f,R2,04/07/2014,16:21,,Kabarole,KAB,AF,1,0,0.65 ,7,11
