Sample #,Week,WoP,Period,Group,Date,Time,ObsHrs,Name,Code,Class,age,male,UCPsg,gsAF,gsAS
259,20,64,f,R2,04/08/2014,11:05,2.5 ,Kasese,KAS,AM,1,1,0.72 ,7,11
260,20,64,f,R2,04/09/2014,13:36,12.0 ,Kasese,KAS,AM,1,1,1.53 ,7,11
261,20,64,f,R2,04/10/2014,11:50,12.0 ,Jinja,JIN,AF,1,0,1.15 ,7,11
262,20,64,f,R2,04/10/2014,12:05,12.0 ,Gulu,GUL,AF,1,0,1.00 ,7,11
263,20,64,f,R2,04/10/2014,12:41,12.0 ,Hoima,HOI,AF,1,0,0.69 ,7,11
264,20,64,f,R2,04/10/2014,14:48,12.0 ,Mpigi,MPI,AF,1,0,1.89 ,7,11
265,20,64,f,R2,04/13/2014,09:12,12.0 ,Jinja,JIN,AF,1,0,0.61 ,7,11
266,20,64,f,R2,04/13/2014,10:46,12.0 ,Kyenjojo,KYE,AF,1,0,1.06 ,7,11
148,9,64,f,R4,04/07/2014,09:49,,Moon,MOO,AF,1,0,0.52 ,10,13
149,9,64,f,R4,04/07/2014,12:20,,Sky,SKY,AF,1,0,0.58 ,10,13
150,9,64,f,R4,04/07/2014,12:40,,Victoria,VIC,SF,2,0,0.55 ,10,13
151,9,64,f,R4,04/08/2014,11:23,9.0 ,Indian,IND,SM,2,1,0.59 ,10,13
152,9,64,f,R4,04/08/2014,12:39,9.0 ,Earth,EAR,AM,1,1,0.60 ,10,13
153,9,64,f,R4,04/09/2014,11:22,8.5 ,Sky,SKY,AF,1,0,1.56 ,10,13
154,9,64,f,R4,04/09/2014,12:15,8.5 ,Uranus,URA,AF,1,0,0.75 ,10,13
155,9,64,f,R4,04/10/2014,10:15,10.0 ,Pacific,PAC,AF,1,0,0.77 ,10,13
156,9,64,f,R4,04/10/2014,10:50,10.0 ,Victoria,VIC,SF,2,0,0.55 ,10,13
157,9,64,f,R4,04/10/2014,11:06,10.0 ,Moon,MOO,AF,1,0,0.67 ,10,13
158,9,64,f,R4,04/10/2014,12:56,10.0 ,Uranus,URA,AF,1,0,0.67 ,10,13
159,9,64,f,R4,04/11/2014,11:12,11.0 ,Luna,LUN,AF,1,0,0.64 ,10,13
160,9,64,f,R4,04/11/2014,12:20,11.0 ,Uranus,URA,AF,1,0,1.33 ,10,13
161,9,64,f,R4,04/13/2014,10:15,9.5 ,Andromeda,AND,AF,1,0,0.55 ,10,13
162,9,64,f,R4,04/16/2014,12:38,11.5 ,Earth,EAR,AM,1,1,0.83 ,10,13
163,9,64,f,R4,04/16/2014,13:15,11.5 ,Indian,IND,SM,2,1,0.68 ,10,13
83,4,65,f,R1,05/06/2014,11:55,6.5 ,Leopard,LEO,AF,1,0,0.76 ,9,14
84,4,65,f,R1,05/06/2014,12:30,6.5 ,Tiger,TIG,AF,1,0,0.69 ,9,14
85,4,65,f,R1,05/07/2014,11:25,10.0 ,Buffalo,BUF,AF,1,0,0.44 ,9,14
86,4,65,f,R1,05/08/2014,11:50,11.0 ,Hyena,HYE,AF,1,0,0.73 ,9,14
87,4,65,f,R1,05/08/2014,13:10,11.0 ,Duiker,DUI,AF,1,0,1.50 ,9,14
88,4,65,f,R1,05/12/2014,10:25,11.5 ,Wolf,WOL,SM,2,1,0.61 ,9,14
89,4,65,f,R1,05/12/2014,11:45,11.5 ,Lion,LIO,SM,2,1,0.54 ,9,14
90,4,65,f,R1,05/13/2014,09:05,9.5 ,Zebra,ZEB,AF,1,0,0.64 ,9,14
267,21,65,f,R2,05/07/2014,09:11,11.5 ,Gulu,GUL,AF,1,0,0.63 ,7,11
268,21,65,f,R2,05/07/2014,11:13,11.5 ,Jinja,JIN,AF,1,0,0.54 ,7,11
269,21,65,f,R2,05/07/2014,13:13,11.5 ,Kabarole,KAB,AF,1,0,0.59 ,7,11
270,21,65,f,R2,05/07/2014,13:20,11.5 ,Kyenjojo,KYE,AF,1,0,0.67 ,7,11
271,21,65,f,R2,05/08/2014,09:32,12.0 ,Kyenjojo,KYE,AF,1,0,0.82 ,7,11
272,21,65,f,R2,05/08/2014,13:33,12.0 ,Jinja,JIN,AF,1,0,1.18 ,7,11
273,21,65,f,R2,05/10/2014,10:15,3.5 ,Kamwenge,KWG,AF,1,0,0.44 ,7,11
274,21,65,f,R2,05/10/2014,12:33,3.5 ,Mpigi,MPI,AF,1,0,0.74 ,7,11
275,21,65,f,R2,05/11/2014,11:17,12.0 ,Kabarole,KAB,AF,1,0,0.50 ,7,11
276,21,65,f,R2,05/11/2014,13:20,12.0 ,Mpigi,MPI,AF,1,0,0.88 ,7,11
277,21,65,f,R2,05/12/2014,10:23,12.0 ,Hoima,HOI,AF,1,0,2.65 ,7,11
278,21,65,f,R2,05/12/2014,11:28,12.0 ,Kabarole,KAB,AF,1,0,1.10 ,7,11
279,21,65,f,R2,05/13/2014,10:57,11.5 ,Gulu,GUL,AF,1,0,2.02 ,7,11
280,21,65,f,R2,05/14/2014,12:10,11.5 ,Kasese,KAS,AM,1,1,0.82 ,7,11
164,10,65,f,R4,05/06/2014,10:44,3.0 ,Pluto,PLU,AF,1,0,0.61 ,10,13
165,10,65,f,R4,05/06/2014,12:39,3.0 ,Victoria,VIC,SF,2,0,0.62 ,10,13
166,10,65,f,R4,05/07/2014,10:40,11.0 ,Venus,VEN,AF,1,0,0.48 ,10,13
167,10,65,f,R4,05/09/2014,12:10,11.5 ,Sky,SKY,AF,1,0,0.47 ,10,13
168,10,65,f,R4,05/12/2014,11:10,11.0 ,Andromeda,AND,AF,1,0,0.65 ,10,13
169,10,65,f,R4,05/12/2014,11:50,11.0 ,Luna,LUN,AF,1,0,0.59 ,10,13
170,10,65,f,R4,05/12/2014,12:18,11.0 ,Uranus,URA,AF,1,0,0.81 ,10,13
171,10,65,f,R4,05/12/2014,12:35,11.0 ,Pacific,PAC,AF,1,0,0.62 ,10,13
172,10,65,f,R4,05/12/2014,12:43,11.0 ,Moon,MOO,AF,1,0,0.47 ,10,13
173,10,65,f,R4,05/14/2014,11:11,11.0 ,Uranus,URA,AF,1,0,0.52 ,10,13
174,10,65,f,R4,05/14/2014,11:40,11.0 ,Luna,LUN,AF,1,0,0.61 ,10,13
175,10,65,f,R4,05/14/2014,13:17,11.0 ,Andromeda,AND,AF,1,0,0.57 ,10,13
91,5,66,f,R1,06/12/2014,10:45,4.5 ,Elephant,ELE,AM,1,1,0.74 ,9,14
92,5,66,f,R1,06/13/2014,09:14,11.0 ,Zebra,ZEB,AF,1,0,0.81 ,9,14
93,5,66,f,R1,06/13/2014,11:55,11.0 ,Duiker,DUI,AF,1,0,0.61 ,9,14
94,5,66,f,R1,06/13/2014,12:15,11.0 ,Elephant,ELE,AM,1,1,0.75 ,9,14
95,5,66,f,R1,06/13/2014,13:10,11.0 ,Bushbuck,BUS,AF,1,0,0.48 ,9,14
96,5,66,f,R1,06/13/2014,13:20,11.0 ,Lion,LIO,SM,2,1,0.60 ,9,14
97,5,66,f,R1,06/16/2014,09:20,10.5 ,Tiger,TIG,AF,1,0,1.06 ,9,14
98,5,66,f,R1,06/16/2014,11:08,10.5 ,Elephant,ELE,AM,1,1,0.93 ,9,14
99,5,66,f,R1,06/16/2014,12:07,10.5 ,Hippo,HIP,AF,1,0,1.27 ,9,14
100,5,66,f,R1,06/16/2014,12:22,10.5 ,Hyena,HYE,AF,1,0,1.07 ,9,14
101,5,66,f,R1,06/16/2014,13:15,10.5 ,Leopard,LEO,AF,1,0,0.95 ,9,14
102,5,66,f,R1,06/16/2014,13:25,10.5 ,Donkey,DON,AF,1,0,1.30 ,9,14
103,5,66,f,R1,06/18/2014,11:54,3.5 ,Antelope,ANT,SF,2,0,0.99 ,9,14
104,5,66,f,R1,06/18/2014,12:05,3.5 ,Duiker,DUI,AF,1,0,0.99 ,9,14
105,5,66,f,R1,06/18/2014,12:33,3.5 ,Donkey,DON,AF,1,0,1.15 ,9,14
106,5,66,f,R1,06/18/2014,13:15,3.5 ,Hippo,HIP,AF,1,0,0.78 ,9,14
281,22,66,f,R2,06/12/2014,11:20,3.5 ,Kamwenge,KWG,AF,1,0,0.68 ,7,11
282,22,66,f,R2,06/12/2014,12:13,3.5 ,Kabarole,KAB,AF,1,0,0.99 ,7,11
283,22,66,f,R2,06/13/2014,11:17,11.5 ,Kasese,KAS,AM,1,1,0.71 ,7,11
284,22,66,f,R2,06/15/2014,10:10,8.5 ,Kasese,KAS,AM,1,1,0.74 ,7,11
285,22,66,f,R2,06/15/2014,13:12,8.5 ,Hoima,HOI,AF,1,0,1.05 ,7,11
286,22,66,f,R2,06/15/2014,13:25,8.5 ,Gulu,GUL,AF,1,0,0.65 ,7,11
287,22,66,f,R2,06/16/2014,12:12,11.5 ,Unknown SM,USM,SM,2,1,0.89 ,7,11
288,22,66,f,R2,06/17/2014,11:16,11.5 ,Jinja,JIN,AF,1,0,1.08 ,7,11
176,11,66,f,R4,06/12/2014,10:11,3.5 ,Pluto,PLU,AF,1,0,0.84 ,10,13
177,11,66,f,R4,06/12/2014,12:40,3.5 ,Mars,MRS,AF,1,0,0.73 ,10,13
178,11,66,f,R4,06/15/2014,13:14,11.5 ,Sky,SKY,AF,1,0,1.14 ,10,13
179,11,66,f,R4,06/15/2014,13:42,11.5 ,Mars,MRS,AF,1,0,1.24 ,10,13
180,11,66,f,R4,06/16/2014,11:41,9.5 ,Luna,LUN,AF,1,0,0.58 ,10,13
181,11,66,f,R4,06/16/2014,12:01,9.5 ,Victoria,VIC,SF,2,0,0.88 ,10,13
182,11,66,f,R4,06/16/2014,14:11,9.5 ,Unknown JV,,JV,3,,0.85 ,10,13
183,11,66,f,R4,06/17/2014,11:27,11.0 ,Luna,LUN,AF,1,0,0.77 ,10,13
185,11,66,f,R4,06/17/2014,13:41,11.0 ,Moon,MOO,AF,1,0,0.76 ,10,13
186,11,66,f,R4,06/17/2014,14:12,11.0 ,Andromeda,AND,AF,1,0,0.74 ,10,13
187,11,66,f,R4,06/18/2014,12:19,10.5 ,Pacific,PAC,AF,1,0,0.68 ,10,13
188,11,66,f,R4,06/18/2014,13:10,10.5 ,Uranus,URA,AF,1,0,0.68 ,10,13
289,23,67,f,R2,07/11/2014,10:40,11.5 ,Kyenjojo,KYE,AF,1,0,0.46 ,7,11
290,23,67,f,R2,07/11/2014,12:08,11.5 ,Kamwenge,KWG,AF,1,0,0.68 ,7,11
291,23,67,f,R2,07/11/2014,13:14,11.5 ,Jinja,JIN,AF,1,0,1.04 ,7,11
292,23,67,f,R2,07/12/2014,11:45,10.5 ,Mpigi,MPI,AF,1,0,0.80 ,7,11
293,23,67,f,R2,07/12/2014,12:13,10.5 ,Kabarole,KAB,AF,1,0,0.80 ,7,11
294,23,67,f,R2,07/14/2014,10:23,7.5 ,Kasese,KAS,AM,1,1,0.84 ,7,11
295,23,67,f,R2,07/16/2014,11:14,3.5 ,Jinja,JIN,AF,1,0,1.90 ,7,11
296,23,67,f,R2,07/16/2014,12:24,3.5 ,Kyenjojo,KYE,AF,1,0,1.61 ,7,11
297,23,67,f,R2,07/16/2014,13:45,3.5 ,Gulu,GUL,AF,1,0,6.39 ,7,11
189,12,67,f,R4,07/11/2014,13:44,11.0 ,Pluto,PLU,AF,1,0,0.37 ,10,13
190,12,67,f,R4,07/11/2014,15:13,11.0 ,Pacific,PAC,AF,1,0,0.52 ,10,13
193,12,67,f,R4,07/12/2014,11:33,11.0 ,Andromeda,AND,AF,1,0,0.57 ,10,13
194,12,67,f,R4,07/12/2014,13:17,11.0 ,Venus,VEN,AF,1,0,0.46 ,10,13
195,12,67,f,R4,07/14/2014,13:20,11.0 ,Earth,EAR,AM,1,1,1.03 ,10,13
196,12,67,f,R4,07/14/2014,14:14,11.0 ,Indian,IND,SM,2,1,1.07 ,10,13
197,12,67,f,R4,07/16/2014,14:18,11.0 ,Sky,SKY,AF,1,0,6.83 ,10,13
198,12,67,f,R4,07/17/2014,11:15,7.0 ,Mars,MRS,AF,1,0,0.64 ,10,13
298,24,68,f,R2,01/21/2015,10:12,2.0 ,Gulu,GUL,AF,1,0,0.84 ,7,10
299,24,68,f,R2,01/21/2015,11:31,2.0 ,Jinja,JIN,AF,1,0,1.40 ,7,10
300,24,68,f,R2,01/21/2015,12:11,2.0 ,Kyenjojo,KYE,AF,1,0,2.53 ,7,10
301,24,68,f,R2,01/21/2015,13:21,2.0 ,Mpigi,MPI,AF,1,0,2.72 ,7,10
302,24,68,f,R2,01/23/2015,12:07,11.5 ,Kasese,KAS,AM,1,1,0.90 ,7,10
303,24,68,f,R2,01/24/2015,09:55,11.0 ,Kabarole,KAB,AF,1,0,1.24 ,7,10
304,24,68,f,R2,01/24/2015,11:26,11.0 ,Gulu,GUL,AF,1,0,1.21 ,7,10
305,24,68,f,R2,01/24/2015,11:40,11.0 ,Mpigi,MPI,AF,1,0,1.47 ,7,10
306,24,68,f,R2,01/24/2015,13:00,11.0 ,Kyenjojo,KYE,AF,1,0,1.45 ,7,10
307,24,68,f,R2,01/25/2015,11:40,11.5 ,Hoima,HOI,AF,1,0,1.01 ,7,10
308,25,68,f,R2,01/26/2015,10:20,9.0 ,Kasese,KAS,AM,1,1,1.66 ,7,10
309,25,68,f,R2,01/26/2015,11:22,9.0 ,Jinja,JIN,AF,1,0,18.60 ,7,10
310,25,68,f,R2,01/26/2015,12:10,9.0 ,Hoima,HOI,AF,1,0,1.76 ,7,10
311,25,68,f,R2,01/26/2015,13:13,9.0 ,Kamwenge,KWG,AF,1,0,17.14 ,7,10
312,25,68,f,R2,01/26/2015,13:31,9.0 ,Gulu,GUL,AF,1,0,0.73 ,7,10
313,25,68,f,R2,01/27/2015,10:01,11.5 ,Kyenjojo,KYE,AF,1,0,1.26 ,7,10
314,25,68,f,R2,01/27/2015,11:37,11.5 ,Mpigi,MPI,AF,1,0,1.34 ,7,10
315,25,68,f,R2,01/27/2015,15:21,11.5 ,Kabarole,KAB,AF,1,0,1.28 ,7,10
316,25,68,f,R2,01/28/2015,09:52,10.5 ,Mpigi,MPI,AF,1,0,0.94 ,7,10
317,25,68,f,R2,01/28/2015,10:51,10.5 ,Kabarole,KAB,AF,1,0,0.92 ,7,10
318,25,68,f,R2,01/29/2015,14:58,10.0 ,Kabarole,KAB,AF,1,0,41.36 ,7,10
319,25,68,f,R2,01/29/2015,15:00,10.0 ,Mbale,MBA,SM,2,1,0.87 ,7,10
320,25,68,f,R2,01/29/2015,16:09,10.0 ,Jinja,JIN,AF,1,0,1.60 ,7,10
321,25,68,f,R2,01/29/2015,16:21,10.0 ,Gulu,GUL,AF,1,0,0.86 ,7,10
322,25,68,f,R2,01/29/2015,16:31,10.0 ,Kasese,KAS,AM,1,1,0.90 ,7,10
323,25,68,f,R2,01/30/2015,08:00,3.5 ,Kamwenge,KWG,AF,1,0,1.08 ,7,10
324,25,68,f,R2,01/30/2015,09:26,3.5 ,Kasese,KAS,AM,1,1,32.67 ,7,10
325,25,68,f,R2,01/30/2015,13:10,3.5 ,Hoima,HOI,AF,1,0,0.54 ,7,10
326,25,68,f,R2,01/30/2015,13:49,3.5 ,Mukono,MUK,SM,2,1,33.88 ,7,10
327,25,68,f,R2,01/30/2015,15:01,3.5 ,Kyenjojo,KYE,AF,1,0,0.72 ,7,10
328,25,68,f,R2,01/30/2015,16:39,3.5 ,Mbale,MBA,SM,2,1,47.86 ,7,10
329,25,68,f,R2,01/31/2015,15:32,11.5 ,Kyenjojo,KYE,AF,1,0,93.32 ,7,10
332,25,68,f,R2,02/01/2015,12:01,5.0 ,Kamwenge,KWG,AF,1,0,0.94 ,7,10
331,25,68,f,R2,02/01/2015,12:07,5.0 ,Mpigi,MPI,AF,1,0,1.95 ,7,10
333,25,68,f,R2,02/01/2015,12:38,5.0 ,Mbale,MBA,SM,2,1,40.47 ,7,10
334,25,68,f,R2,02/01/2015,13:00,5.0 ,Gulu,GUL,AF,1,0,0.99 ,7,10
335,25,68,f,R2,02/01/2015,14:04,5.0 ,Hoima,HOI,AF,1,0,1.28 ,7,10
95,10,68,f,R3,01/20/2015,10:53,2.0 ,Tin,TIN,SM,2,1,1.91 ,13,17
94,10,68,f,R3,01/20/2015,12:10,2.0 ,Copper,COP,AM,1,1,1.97 ,13,17
93,10,68,f,R3,01/20/2015,13:05,2.0 ,Magnesium,MAG,SM,2,1,1.76 ,13,17
92,10,68,f,R3,01/20/2015,13:15,2.0 ,Coal,COA,AF,1,0,1.25 ,13,17
91,10,68,f,R3,01/20/2015,14:14,2.0 ,Gold,GOL,AF,1,0,1.78 ,13,17
90,10,68,f,R3,01/20/2015,14:41,2.0 ,Chlorine,CHL,AF,1,0,1.72 ,13,17
89,10,68,f,R3,01/20/2015,16:39,2.0 ,Unknown JV,,JV,3,,1.50 ,13,17
97,10,68,f,R3,01/21/2015,12:11,11.5 ,Calcium,CAL,AF,1,0,1.80 ,13,17
99,10,68,f,R3,01/23/2015,13:15,11.5 ,Aluminum,ALU,AF,1,0,1.81 ,13,17
100,10,68,f,R3,01/23/2015,14:28,11.5 ,Iron,IRO,AF,1,0,1.86 ,13,17
101,10,68,f,R3,01/24/2015,13:56,11.0 ,Silver,SIL,AF,1,0,1.46 ,13,17
102,10,68,f,R3,01/24/2015,15:19,11.0 ,Sulphur,SUL,AF,1,0,1.86 ,13,17
104,11,68,f,R3,01/26/2015,09:40,10.5 ,Aluminum,ALU,AF,1,0,1.27 ,13,17
105,11,68,f,R3,01/26/2015,11:20,10.5 ,Sulphur,SUL,AF,1,0,1.22 ,13,17
106,11,68,f,R3,01/26/2015,11:37,10.5 ,Carbon,CRB,AF,1,0,1.12 ,13,17
107,11,68,f,R3,01/26/2015,12:55,10.5 ,Silver,SIL,AF,1,0,1.17 ,13,17
108,11,68,f,R3,01/27/2015,09:15,11.5 ,Gold,GOL,AF,1,0,0.78 ,13,17
109,11,68,f,R3,01/28/2015,11:11,11.5 ,Coal,COA,AF,1,0,1.02 ,13,17
110,11,68,f,R3,01/28/2015,14:33,11.5 ,Sodium,SOD,AF,1,0,0.81 ,13,17
111,11,68,f,R3,01/28/2015,15:15,11.5 ,Unknown SA,,SA,2,,1.32 ,13,17
112,11,68,f,R3,01/29/2015,15:28,11.0 ,Potassium,POT,AF,1,0,1.08 ,13,17
113,11,68,f,R3,01/30/2015,11:35,7.5 ,Copper,COP,AM,1,1,1.44 ,13,17
114,11,68,f,R3,01/30/2015,12:15,7.5 ,Tin,TIN,SM,2,1,1.51 ,13,17
115,11,68,f,R3,01/30/2015,12:28,7.5 ,Zinc,ZIN,AF,1,0,1.24 ,13,17
116,11,68,f,R3,01/30/2015,15:11,7.5 ,Potassium,POT,AF,1,0,1.00 ,13,17
117,11,68,f,R3,02/01/2015,10:18,12.0 ,Sulphur,SUL,AF,1,0,2.27 ,13,17
118,11,68,f,R3,02/01/2015,13:16,12.0 ,Gold,GOL,AF,1,0,0.45 ,13,17
119,11,68,f,R3,02/01/2015,14:19,12.0 ,Silver,SIL,AF,1,0,0.74 ,13,17
25,0.4,68.5,f,R7,02/03/2015,10:24,,Peacock,PEA,AF,1,0,0.83 ,,
26,0.4,68.5,f,R7,02/03/2015,11:46,,Owl,OWL,AF,1,0,14.54 ,,
28,0.4,68.5,f,R7,02/07/2015,13:01,,Ostrich,OST,AM,1,1,0.96 ,,
336,26,69,f,R2,02/10/2015,14:49,0.5 ,Gulu,GUL,AF,1,0,0.80 ,7,10
337,26,69,f,R2,02/10/2015,15:55,0.5 ,Jinja,JIN,AF,1,0,0.85 ,7,10
338,26,69,f,R2,02/11/2015,09:45,11.5 ,Jinja,JIN,AF,1,0,0.56 ,7,10
339,26,69,f,R2,02/11/2015,09:55,11.5 ,Mbale,MBA,SM,2,1,1.14 ,7,10
340,26,69,f,R2,02/11/2015,12:00,11.5 ,Mukono,MUK,SM,2,1,0.66 ,7,10
341,26,69,f,R2,02/11/2015,12:32,11.5 ,Kasese,KAS,AM,1,1,1.18 ,7,10
342,26,69,f,R2,02/11/2015,12:33,11.5 ,Kamwenge,KWG,AF,1,0,0.55 ,7,10
347,26,69,f,R2,02/12/2015,10:33,11.5 ,Kabarole,KAB,AF,1,0,0.96 ,7,10
343,26,69,f,R2,02/12/2015,13:21,11.5 ,Kamwenge,KWG,AF,1,0,0.62 ,7,10
344,26,69,f,R2,02/12/2015,14:00,11.5 ,Kasese,KAS,AM,1,1,0.47 ,7,10
345,26,69,f,R2,02/12/2015,14:51,11.5 ,Mpigi,MPI,AF,1,0,1.32 ,7,10
346,26,69,f,R2,02/12/2015,15:18,11.5 ,Kyenjojo,KYE,AF,1,0,7.85 ,7,10
348,26,69,f,R2,02/14/2015,10:11,10.5 ,Hoima,HOI,AF,1,0,0.76 ,7,10
349,26,69,f,R2,02/14/2015,10:54,10.5 ,Kasese,KAS,AM,1,1,1.18 ,7,10
350,26,69,f,R2,02/14/2015,11:02,10.5 ,Kyenjojo,KYE,AF,1,0,0.84 ,7,10
351,26,69,f,R2,02/14/2015,11:03,10.5 ,Mpigi,MPI,AF,1,0,0.51 ,7,10
352,26,69,f,R2,02/14/2015,12:50,10.5 ,Mbale,MBA,SM,2,1,1.10 ,7,10
353,26,69,f,R2,02/14/2015,13:16,10.5 ,Gulu,GUL,AF,1,0,0.55 ,7,10
354,26,69,f,R2,02/15/2015,08:31,11.5 ,Mbale,MBA,SM,2,1,0.97 ,7,10
355,26,69,f,R2,02/15/2015,09:21,11.5 ,Kabarole,KAB,AF,1,0,0.66 ,7,10
356,26,69,f,R2,02/15/2015,11:38,11.5 ,Jinja,JIN,AF,1,0,0.63 ,7,10
357,26,69,f,R2,02/15/2015,12:03,11.5 ,Gulu,GUL,AF,1,0,0.73 ,7,10
358,26,69,f,R2,02/15/2015,12:25,11.5 ,Hoima,HOI,AF,1,0,0.57 ,7,10
359,27,69,f,R2,02/16/2015,10:50,10.5 ,Kasese,KAS,AM,1,1,0.47 ,7,10
360,27,69,f,R2,02/16/2015,11:13,10.5 ,Kyenjojo,KYE,AF,1,0,0.60 ,7,10
361,27,69,f,R2,02/16/2015,11:25,10.5 ,Mbale,MBA,SM,2,1,0.67 ,7,10
362,27,69,f,R2,02/16/2015,13:21,10.5 ,Kabarole,KAB,AF,1,0,0.58 ,7,10
363,27,69,f,R2,02/18/2015,10:47,7.0 ,Jinja,JIN,AF,1,0,0.65 ,7,10
364,27,69,f,R2,02/18/2015,11:11,7.0 ,Gulu,GUL,AF,1,0,0.61 ,7,10
365,27,69,f,R2,02/18/2015,11:42,7.0 ,Hoima,HOI,AF,1,0,0.50 ,7,10
366,27,69,f,R2,02/18/2015,11:44,7.0 ,Mpigi,MPI,AF,1,0,1.93 ,7,10
367,27,69,f,R2,02/18/2015,12:12,7.0 ,Kasese,KAS,AM,1,1,0.74 ,7,10
368,27,69,f,R2,02/19/2015,11:00,11.5 ,Gulu,GUL,AF,1,0,0.91 ,7,10
369,27,69,f,R2,02/19/2015,11:41,11.5 ,Kamwenge,KWG,AF,1,0,1.44 ,7,10
370,27,69,f,R2,02/19/2015,12:00,11.5 ,Jinja,JIN,AF,1,0,1.10 ,7,10
371,27,69,f,R2,02/19/2015,13:30,11.5 ,Mpigi,MPI,AF,1,0,7.19 ,7,10
372,27,69,f,R2,02/20/2015,15:13,10.5 ,Kabarole,KAB,AF,1,0,0.68 ,7,10
373,27,69,f,R2,02/20/2015,15:40,10.5 ,Kyenjojo,KYE,AF,1,0,19.02 ,7,10
374,27,69,f,R2,02/20/2015,15:44,10.5 ,Mpigi,MPI,AF,1,0,0.69 ,7,10
375,27,69,f,R2,02/20/2015,16:51,10.5 ,Kamwenge,KWG,AF,1,0,39.64 ,7,10
376,27,69,f,R2,02/21/2015,10:45,11.5 ,Hoima,HOI,AF,1,0,17.01 ,7,10
377,27,69,f,R2,02/21/2015,11:22,11.5 ,Kasese,KAS,AM,1,1,1.77 ,7,10
378,27,69,f,R2,02/22/2015,09:17,11.0 ,Hoima,HOI,AF,1,0,4.35 ,7,10
379,27,69,f,R2,02/22/2015,10:31,11.0 ,Mbale,MBA,SM,2,1,0.72 ,7,10
380,27,69,f,R2,02/22/2015,11:23,11.0 ,Kabarole,KAB,AF,1,0,0.90 ,7,10
381,27,69,f,R2,02/22/2015,12:27,11.0 ,Jinja,JIN,AF,1,0,16.04 ,7,10
120,12,69,f,R3,02/11/2015,12:16,11.5 ,Coal,COA,AF,1,0,0.88 ,13,17
121,12,69,f,R3,02/11/2015,12:19,11.5 ,Iron,IRO,AF,1,0,0.73 ,13,17
122,12,69,f,R3,02/11/2015,14:17,11.5 ,Silver,SIL,AF,1,0,0.99 ,13,17
123,12,69,f,R3,02/11/2015,14:34,11.5 ,Magnesium,MAG,SM,2,1,0.95 ,13,17
124,12,69,f,R3,02/11/2015,15:38,11.5 ,Argon,ARG,AF,1,0,0.72 ,13,17
125,12,69,f,R3,02/11/2015,16:22,11.5 ,Potassium,POT,AF,1,0,0.66 ,13,17
126,12,69,f,R3,02/13/2015,11:17,11.5 ,Carbon,CRB,AF,1,0,0.84 ,13,17
127,12,69,f,R3,02/13/2015,12:58,11.5 ,Chlorine,CHL,AF,1,0,0.84 ,13,17
128,12,69,f,R3,02/13/2015,13:14,11.5 ,Gold,GOL,AF,1,0,0.97 ,13,17
129,12,69,f,R3,02/13/2015,14:16,11.5 ,Zinc,ZIN,AF,1,0,0.78 ,13,17
130,12,69,f,R3,02/14/2015,10:45,11.5 ,Silver,SIL,AF,1,0,0.48 ,13,17
131,12,69,f,R3,02/14/2015,13:11,11.5 ,Calcium,CAL,AF,1,0,0.52 ,13,17
132,12,69,f,R3,02/14/2015,13:18,11.5 ,Coal,COA,AF,1,0,1.06 ,13,17
133,12,69,f,R3,02/15/2015,10:41,10.0 ,Iron,IRO,AF,1,0,0.55 ,13,17
134,12,69,f,R3,02/15/2015,11:19,10.0 ,Potassium,POT,AF,1,0,0.63 ,13,17
135,13,69,f,R3,02/16/2015,11:22,11.5 ,Carbon,CRB,AF,1,0,1.04 ,13,17
136,13,69,f,R3,02/18/2015,11:18,11.5 ,Argon,ARG,AF,1,0,0.66 ,13,17
137,13,69,f,R3,02/18/2015,11:23,11.5 ,Coal,COA,AF,1,0,0.62 ,13,17
138,13,69,f,R3,02/18/2015,14:39,11.5 ,Calcium,CAL,AF,1,0,1.35 ,13,17
139,13,69,f,R3,02/18/2015,15:15,11.5 ,Gold,GOL,AF,1,0,1.57 ,13,17
140,13,69,f,R3,02/18/2015,15:18,11.5 ,Magnesium,MAG,SM,2,1,1.76 ,13,17
141,13,69,f,R3,02/18/2015,16:17,11.5 ,Silver,SIL,AF,1,0,0.72 ,13,17
142,13,69,f,R3,02/19/2015,11:18,8.5 ,Potassium,POT,AF,1,0,0.79 ,13,17
143,13,69,f,R3,02/19/2015,13:16,8.5 ,Iron,IRO,AF,1,0,0.77 ,13,17
144,13,69,f,R3,02/19/2015,14:33,8.5 ,Zinc,ZIN,AF,1,0,0.61 ,13,17
145,13,69,f,R3,02/20/2015,13:22,11.5 ,Calcium,CAL,AF,1,0,1.12 ,13,17
147,13,69,f,R3,02/20/2015,14:24,11.5 ,Carbon,CRB,AF,1,0,1.02 ,13,17
148,13,69,f,R3,02/21/2015,11:19,12.0 ,Aluminum,ALU,AF,1,0,2.64 ,13,17
149,13,69,f,R3,02/21/2015,13:42,12.0 ,Sulphur,SUL,AF,1,0,2.13 ,13,17
150,13,69,f,R3,02/21/2015,14:31,12.0 ,Chlorine,CHL,AF,1,0,1.11 ,13,17
151,13,69,f,R3,02/22/2015,10:47,9.5 ,Zinc,ZIN,AF,1,0,1.28 ,13,17
152,13,69,f,R3,02/22/2015,13:11,9.5 ,Argon,ARG,AF,1,0,1.33 ,13,17
153,13,69,f,R3,02/22/2015,14:33,9.5 ,Sodium,SOD,AF,1,0,0.66 ,13,17
