Group,WoP,Date,Time start,Number of Calls WITHIN,Call Type 1,Call Type 2,Context 1,Context 2,Number of Calls OUTSIDE,Eagle,Non-Alarm,unknown
R6,33,03/02/2012,,2,Pop,Pop,IGE,IGE,1,0,1,0
R6,33,03/02/2012,,3,Pop,,Calls from another monkey species,,,0,1,0
R6,33,03/03/2012,09:48,2,Pop,,,,,0,1,0
R6,33,03/03/2012,15:20,1,Pop,,Eagle alarm,,,1,0,0
R6,33,03/04/2012,17:13,2,Pop,Pop,Calls from another monkey species,Calls from another monkey species,1,0,1,0
R6,33,03/05/2012,06:03,1,Pop,,Calls from another monkey species,,,0,1,0
R6,33,03/05/2012,15:49,,,Pop,,No context,1,0,1,0
R6,33,03/06/2012,13:28,1,Pop,,Calls from another monkey species,,,0,1,0
R6,33,03/06/2012,16:17,4,Pop,Pop,Calls from another mammal,Calls from another mammal,1,0,1,0
R6,33,03/06/2012,,,Pop,,,,,0,1,0
R6,35,03/21/2012,12:08,0,Pop,,Eagle alarm,,,1,0,0
R6,35,03/22/2012,09:39,3,Pop,,Eagle alarm,,,1,0,0
R6,35,03/22/2012,11:52,2,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/22/2012,18:06,1,Pop,,Eagle alarm,,,1,0,0
R6,35,03/23/2012,08:27,1,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/24/2012,07:39,1,Pop,,Calls from another mammal,,,0,1,0
R6,35,03/24/2012,11:03,2,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/24/2012,16:28,1,Pop,,Calls from a bird,,,0,1,0
R6,35,03/24/2012,16:29,3,Pop,,Calls from a bird,,,0,1,0
R6,35,03/24/2012,,2,Pop,,Tree/branch fall,,,0,1,0
R6,35,03/25/2012,11:57,1,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/25/2012,13:39,2,Pop,,Tree/branch fall,,,0,1,0
R6,35,03/26/2012,12:46,1,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/26/2012,15:50,2,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/26/2012,15:51,1,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/27/2012,17:35,2,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/28/2012,11:04,2,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/28/2012,11:05,1,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/28/2012,12:58,2,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/28/2012,13:46,1,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/28/2012,15:59,1,Pop,,Calls from another monkey species,,,0,1,0
R6,35,03/28/2012,,,Pop,,,,,0,1,0
R6,35,03/28/2012,,,Pop,,,,,0,1,0
R6,37,04/07/2012,10:01,,Pop,,,,,0,1,0
R6,37,04/07/2012,12:53,4,Pop,,Eagle alarm,,,1,0,0
R6,37,04/07/2012,12:55,2,Pop,,Eagle alarm,,,1,0,0
R6,37,04/07/2012,14:59,2,Pop,,Calls from another monkey species,,,0,1,0
R6,37,04/07/2012,15:01,,Pop,,,,,0,1,0
R6,37,04/07/2012,15:52,1,Pop,,Calls from another monkey species,,,0,1,0
R6,37,04/08/2012,12:59,1,Pop,Pop,Calls from another redtail group,,1,0,1,0
R6,37,04/08/2012,14:06,1,Pop,,Calls from a bird,,,0,1,0
R6,37,04/09/2012,11:57,3,Pop,,Calls from another monkey species,,,0,1,0
R6,37,04/09/2012,15:21,1,Pop,,Calls from a bird,,,0,1,0
R6,37,04/10/2012,13:11,2,Pop,,Calls from a bird,,,0,1,0
R6,37,04/10/2012,15:12,1,Pop,,No context,,,0,1,0
R6,37,04/10/2012,21:05,1,Pop,,Calls from another mammal,,,0,1,0
R6,37,04/11/2012,08:58,1,Pop,,Calls from another monkey species,,,0,1,0
R6,37,04/11/2012,09:00,,Pop,,,,2,0,1,0
R6,39,04/23/2012,17:14,7,Pop,,Eagle alarm,,,1,0,0
R6,39,04/23/2012,17:56,3,Pop,,Eagle alarm,,,1,0,0
R6,39,04/24/2012,10:23,2,Pop,,Eagle alarm,,,1,0,0
R6,39,04/24/2012,12:41,1,Pop,,Eagle alarm,,,1,0,0
R6,39,04/25/2012,11:24,3,Pop,,Calls from another mammal,,,0,1,0
R6,39,04/25/2012,11:29,4,Pop,,Calls from another mammal,,,0,1,0
R6,39,04/26/2012,15:55,2,Pop,,Unknown,,,0,1,0
R6,39,04/26/2012,,5,Pop,,Eagle alarm,,,1,0,0
R6,39,04/27/2012,11:49,6,Pop,,Eagle alarm,,,1,0,0
R6,39,04/27/2012,14:07,1,Pop,,Calls from another mammal,,,0,1,0
R6,39,04/28/2012,12:13,1,Pop,,Calls from another monkey species,,,0,1,0
R6,39,04/29/2012,10:32,1,Pop,,Eagle alarm,,,1,0,0
R6,39,04/29/2012,16:46,1,Pop,,Tree/branch fall,,,0,1,0
R6,56,09/27/2013,09:30,1,Pop,Snake chirps,,,,0,1,0
R6,56,09/27/2013,16:18,1,Eagle,,,,,1,0,0
R6,56,09/28/2013,13:30,1,Pop,,Calls from another monkey species,,,0,1,0
R6,56,09/29/2013,13:00,1,Pop,,Calls from a bird,,,0,1,0
R6,56,09/30/2013,10:30,1,Pop,,Eagle alarm,,,1,0,0
R6,56,10/01/2013,09:55,1,Pop,,Calls from another monkey species,,,0,1,0
R6,56,10/01/2013,12:52,2,Pop,,Eagle alarm,,,1,0,0
R6,56,10/02/2013,10:30,1,Pop,Snake chirps,Fight within group,,,0,1,0
R6,56,10/03/2013,12:04,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,56,10/03/2013,18:20,1,Pop,,Calls from a bird,,,0,1,0
R6,56,10/04/2013,13:15,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,56,10/06/2013,09:02,1,Pop,,Calls from a bird,,,0,1,0
R6,56,10/06/2013,12:01,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,56,10/07/2013,17:12,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,56,10/08/2013,11:03,1,Pop,Snake chirps,Tree/branch fall,,,0,1,0
R6,56,10/08/2013,17:16,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,56,10/09/2013,09:05,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,57,10/26/2013,10:56,1,Snake chirps,,Eagle alarm,,,1,0,0
R6,57,10/27/2013,16:50,1,Pop,,Eagle alarm,,,1,0,0
R6,57,10/28/2013,12:30,1,Pop,,Calls from another monkey species,,,0,1,0
R6,57,10/28/2013,12:52,2,Pop,,Calls from another monkey species,,,0,1,0
R6,57,10/28/2013,18:00,2,Pop,,Calls from another monkey species,,,0,1,0
R6,57,10/29/2013,14:47,2,Pop,,Calls from another monkey species,,,0,1,0
R6,57,10/31/2013,09:41,3,Pop,,Calls from another monkey species,,,0,1,0
R6,57,10/31/2013,10:09,1,Pop,,Calls from another monkey species,,,0,1,0
R6,57,10/31/2013,11:49,1,Pop,,Eagle alarm,,,1,0,0
R6,57,10/31/2013,11:50,1,Pop,,Calls from another monkey species,,,0,1,0
R6,57,10/31/2013,14:02,2,Pop,,Calls from another redtail group,,,0,1,0
R6,57,11/01/2013,16:31,1,Pop,,Calls from another monkey species,,,0,1,0
R6,57,11/02/2013,12:57,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,57,11/02/2013,14:34,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R6,57,11/02/2013,15:15,2,Pop,,Calls from another monkey species,,,0,1,0
R6,58,11/25/2013,15:25,1,Pop,,Tree/branch fall,,,0,1,0
R6,58,11/26/2013,12:36,1,Pop,,Eagle alarm,,,1,0,0
R6,58,11/26/2013,16:20,2,Pop,,Calls from another monkey species,,,0,1,0
R6,58,11/27/2013,09:22,2,Pop,,Eagle alarm,,,1,0,0
R6,58,11/28/2013,13:20,1,Pop,,Eagle alarm,,,1,0,0
R6,58,11/28/2013,16:03,1,Pop,,Calls from another monkey species,,,0,1,0
R6,58,11/29/2013,14:03,1,Pop,,Calls from another monkey species,,,0,1,0
R6,58,11/29/2013,16:00,2,Pop,,Eagle alarm,,,1,0,0
R6,58,11/30/2013,12:50,1,Pop,,Eagle alarm,,,1,0,0
R6,58,12/01/2013,14:20,2,Snake chirps,,Eagle alarm,,,1,0,0
R6,58,12/01/2013,14:21,1,Pop,,Eagle alarm,,,1,0,0
R6,59,12/09/2013,13:10,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,59,12/10/2013,15:20,2,Pop,,Tree/branch fall,,,0,1,0
R6,59,12/11/2013,11:40,1,Pop,,Eagle alarm,,,1,0,0
R6,59,12/12/2013,11:19,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,59,12/12/2013,12:13,1,Pop,,Calls from a bird,,,0,1,0
R6,59,12/13/2013,12:00,1,Pop,,Eagle alarm,,,1,0,0
R6,59,12/13/2013,14:10,2,Pop,,Calls from another monkey species,,,0,1,0
R6,59,12/14/2013,13:36,2,Pop,,Calls from another monkey species,,,0,1,0
R6,59,12/15/2013,11:41,1,Pop,,Eagle alarm,,,1,0,0
R6,59,12/16/2013,14:30,1,Pop,,Calls from a bird,,,0,1,0
R6,59,12/16/2013,15:00,2,Pop,,Eagle alarm,,,1,0,0
R6,59,12/17/2013,13:26,1,Pop,,Eagle alarm,,,1,0,0
R6,59,12/17/2013,17:04,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,59,12/18/2013,14:32,1,Pop,,Eagle alarm,,,1,0,0
R6,59,12/19/2013,13:02,1,Pop,,Eagle alarm,,,1,0,0
R6,59,12/19/2013,16:05,1,Snake chirps,,Eagle alarm,,,1,0,0
R6,59,12/20/2013,10:34,2,Pop,,Calls from another monkey species,,,0,1,0
R6,59,12/20/2013,11:07,1,Pop,,Eagle alarm,,,1,0,0
R6,59,12/21/2013,10:03,1,Pop,,Calls from another monkey species,,,0,1,0
R6,59,12/21/2013,14:50,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,59,12/22/2013,12:15,2,Pop,,Calls from a bird,,,0,1,0
R6,59,12/22/2013,13:00,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,60,01/03/2014,16:24,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,60,01/03/2014,17:16,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,60,01/04/2014,13:00,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,60,01/05/2014,13:38,1,Pop,,Calls from another monkey species,,,0,1,0
R6,60,01/05/2014,14:00,1,Pop,,Calls from a bird,,,0,1,0
R6,60,01/05/2014,16:35,1,Snake chirps,,Eagle alarm,,,1,0,0
R6,60,01/05/2014,16:50,2,Pop,,Calls from another monkey species,,,0,1,0
R6,60,01/06/2014,11:02,1,Pop,,Eagle alarm,,,1,0,0
R6,60,01/07/2014,13:32,2,Pop,,Calls from another monkey species,,,0,1,0
R6,60,01/09/2014,13:43,3,Pop,,Calls from another monkey species,,,0,1,0
R6,60,01/09/2014,16:12,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,60,01/10/2014,14:41,2,Pop,,Eagle alarm,,,1,0,0
R6,60,01/10/2014,16:20,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,60,01/11/2014,12:06,1,Pop,,Eagle alarm,,,1,0,0
R6,60,01/11/2014,14:08,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R6,60,01/12/2014,11:54,1,Pop,,Eagle alarm,,,1,0,0
R6,60,01/12/2014,13:54,1,Pop,,Calls from a bird,,,0,1,0
R6,60,01/13/2014,14:30,2,Pop,,Calls from another monkey species,,,0,1,0
R6,60,01/13/2014,15:02,1,Pop,,Eagle alarm,,,1,0,0
R6,60,01/14/2014,12:05,2,Pop,,Eagle alarm,,,1,0,0
R6,60,01/14/2014,13:05,1,Pop,,Calls from a bird,,,0,1,0
R6,60,01/16/2014,12:06,2,Pop,,Calls from another monkey species,,,0,1,0
R6,61,01/24/2014,15:51,1,Pop,,Calls from a bird,,,0,1,0
R6,61,01/25/2014,11:05,2,Pop,,Calls from another monkey species,,,0,1,0
R6,61,01/26/2014,12:11,2,Pop,,Eagle alarm,,,1,0,0
R6,61,01/26/2014,17:33,1,Pop,,Tree/branch fall,,,0,1,0
R6,61,01/27/2014,15:20,2,Pop,Ka-train,Calls from another monkey species,,,1,0,0
R6,61,01/27/2014,16:50,2,Pop,,Eagle alarm,,,1,0,0
R6,61,01/30/2014,15:53,2,Pop,,Eagle alarm,,,1,0,0
R6,61,01/31/2014,13:58,2,Pop,,Eagle alarm,,,1,0,0
R6,61,01/31/2014,16:30,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,61,02/01/2014,10:26,1,Pop,,Calls from a bird,,,0,1,0
R6,61,02/02/2014,11:22,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,61,02/02/2014,13:27,1,Pop,,Calls from another monkey species,,,0,1,0
R6,61,02/02/2014,14:23,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,61,02/03/2014,11:13,1,Pop,,Eagle alarm,,,1,0,0
R6,61,02/03/2014,12:13,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,61,02/04/2014,11:26,2,Pop,,Eagle alarm,,,1,0,0
R6,61,02/04/2014,13:27,1,Pop,,Fight within group,,,0,1,0
R6,61,02/04/2014,16:27,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,61,02/05/2014,10:50,2,Pop,,Calls from another monkey species,,,0,1,0
R6,61,02/05/2014,14:45,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,71,04/18/2015,13:25,2,Pop,,Calls from another monkey species,,,0,1,0
R6,71,04/19/2015,11:08,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,71,04/20/2015,12:13,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,71,04/20/2015,14:14,1,Pop,,Fight within group,,,0,1,0
R6,71,04/21/2015,13:43,1,Pop,,Eagle alarm,,,1,0,0
R6,71,04/22/2015,12:46,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,71,04/22/2015,15:35,1,Pop,,Eagle alarm,,,1,0,0
R6,72,05/10/2015,11:12,1,Pop,,Eagle alarm,,,1,0,0
R6,72,05/11/2015,10:13,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,72,05/11/2015,13:14,1,Pop,,Calls from another monkey species,,,0,1,0
R6,72,05/12/2015,08:48,1,Pop,,Eagle alarm,,,1,0,0
R6,72,05/12/2015,15:50,1,Pop,,Tree/branch fall,,,0,1,0
R6,72,05/13/2015,16:59,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,72,05/14/2015,09:01,2,Pop,,Calls from another monkey species,,,0,1,0
R6,72,05/14/2015,09:45,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,72,05/14/2015,11:43,1,Pop,,Calls from another monkey species,,,0,1,0
R6,72,05/15/2015,10:50,1,Pop,,Eagle alarm,,,1,0,0
R6,72,05/15/2015,13:38,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,72,05/16/2015,13:30,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,72,05/16/2015,15:08,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,72,05/17/2015,09:33,1,Pop,,Calls from a bird,,,0,1,0
R6,72,05/17/2015,13:32,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,72,05/18/2015,11:33,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,72,05/18/2015,12:13,1,Pop,,Calls from a bird,,,0,1,0
R6,72,05/19/2015,11:17,1,Pop,,Eagle alarm,,,1,0,0
R6,72,05/19/2015,12:05,3,Pop,,Calls from another monkey species,,,0,1,0
R6,72,05/19/2015,14:18,1,Pop,,Calls from a bird,,,0,1,0
R6,72,05/20/2015,11:23,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,72,05/20/2015,13:24,2,Pop,,Calls from a bird,,,0,1,0
R6,72,05/21/2015,11:57,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,72,05/21/2015,15:01,2,Pop,,Calls from a bird,,,0,1,0
R6,72,05/22/2015,14:15,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,73,06/09/2015,19:58,1,Pop,,Eagle alarm,,,1,0,0
R6,73,06/10/2015,09:56,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,73,06/10/2015,12:36,1,Pop,,Eagle alarm,,,1,0,0
R6,73,06/11/2015,11:51,1,Pop,,Eagle alarm,,,1,0,0
R6,73,06/11/2015,12:51,2,Pop,,Calls from another monkey species,,,0,1,0
R6,73,06/11/2015,15:09,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,73,06/12/2015,12:16,2,Pop,,Calls from another monkey species,,,0,1,0
R6,73,06/12/2015,15:14,1,Pop,,Eagle alarm,,,1,0,0
R6,73,06/13/2015,11:35,1,Pop,,Eagle alarm,,,1,0,0
R6,73,06/13/2015,13:37,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,73,06/14/2015,12:32,2,Pop,,Calls from another monkey species,,,0,1,0
R6,73,06/14/2015,14:33,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,73,06/15/2015,12:58,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,73,06/15/2015,13:53,1,Pop,,Calls from a bird,,,0,1,0
R6,73,06/16/2015,11:02,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,73,06/16/2015,13:04,1,Pop,,Tree/branch fall,,,0,1,0
R6,73,06/17/2015,13:50,1,Pop,,Eagle alarm,,,1,0,0
R6,73,06/17/2015,16:00,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,73,06/18/2015,11:03,1,Pop,,Eagle alarm,,,1,0,0
R6,73,06/18/2015,12:07,2,Pop,,Tree/branch fall,,,0,1,0
R6,73,06/19/2015,11:45,3,Pop,,Eagle alarm,,,1,0,0
R6,73,06/19/2015,13:35,3,Pop,Snake chirps,Calls from a bird,,,0,1,0
R6,73,06/19/2015,14:01,1,Pop,,Tree/branch fall,,,0,1,0
R6,73,06/21/2015,12:39,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,73,06/21/2015,13:40,3,Pop,,Calls from a bird,,,0,1,0
R6,73,06/22/2015,13:21,3,Pop,Snake chirps,Eagle alarm,,,1,0,0
R6,73,06/22/2015,15:10,1,Pop,,Calls from a bird,,,0,1,0
