Group,WoP,Date,Time start,Number of Calls WITHIN,Call Type 1,Call Type 2,Context 1,Context 2,Number of Calls OUTSIDE,Eagle,Non-Alarm,unknown
R5,58,11/26/2013,17:48,2,Pop,Ka-train,Tree/branch fall,,,0,1,0
R5,58,11/26/2013,18:51,1,Pop,,Calls from another mammal,,,0,1,0
R5,58,11/26/2013,18:56,3,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/27/2013,08:55,1,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/27/2013,09:11,1,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/27/2013,11:49,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,58,11/27/2013,13:08,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,58,11/27/2013,13:54,2,Pop,Ka-train,Eagle alarm,,,1,0,0
R5,58,11/27/2013,17:22,2,Pop,,Calls from another mammal,,,0,1,0
R5,58,11/27/2013,18:19,1,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/28/2013,07:36,3,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,58,11/28/2013,07:53,1,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/28/2013,10:19,3,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/28/2013,11:45,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,58,11/28/2013,12:20,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,58,11/28/2013,15:05,2,Pop,Ka-train,Eagle alarm,,,1,0,0
R5,58,11/28/2013,16:18,1,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/28/2013,17:05,3,Pop,,Tree/branch fall,,,0,1,0
R5,58,11/29/2013,07:48,2,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/29/2013,07:53,1,Pop,,Calls from another mammal,,,0,1,0
R5,58,11/29/2013,07:56,1,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/29/2013,10:07,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,58,11/29/2013,12:09,2,Pop,Snake chirps,Calls from a human,,,0,1,0
R5,58,11/29/2013,12:19,3,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,58,11/29/2013,14:08,1,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,58,11/29/2013,16:35,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,58,11/29/2013,17:29,1,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/29/2013,17:36,3,Pop,Snake chirps,Tree/branch fall,,,0,1,0
R5,58,11/30/2013,08:09,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,58,11/30/2013,09:10,3,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,58,11/30/2013,10:01,1,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/30/2013,14:00,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,58,11/30/2013,14:28,3,Pop,Ka-train,Tree/branch fall,,,0,1,0
R5,58,11/30/2013,18:06,2,Pop,,Calls from another monkey species,,,0,1,0
R5,58,11/30/2013,18:09,1,Pop,,Calls from another mammal,,,0,1,0
R5,58,12/01/2013,10:38,2,Pop,,Calls from another monkey species,,,0,1,0
R5,58,12/01/2013,11:47,2,Pop,Ka-train,Calls from a bird,,,1,0,0
R5,58,12/01/2013,12:43,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,58,12/01/2013,16:40,1,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,58,12/01/2013,16:53,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,59,12/09/2013,16:25,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/09/2013,16:48,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/09/2013,17:26,1,Pop,,Tree/branch fall,,,0,1,0
R5,59,12/09/2013,18:45,2,Pop,Snake chirps,Tree/branch fall,,,0,1,0
R5,59,12/09/2013,18:48,1,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,59,12/10/2013,08:04,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/10/2013,09:01,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/10/2013,12:24,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/10/2013,13:27,1,Pop,,Tree/branch fall,,,0,1,0
R5,59,12/10/2013,16:25,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,59,12/11/2013,10:18,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/11/2013,10:30,4,Pop,Snake chirps,Earthquake,,,0,1,0
R5,59,12/11/2013,10:38,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/11/2013,14:10,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/12/2013,07:47,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/12/2013,08:06,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/12/2013,11:19,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/12/2013,12:20,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/12/2013,12:22,2,Pop,,Calls from another redtail group,Unknown,1,0,1,0
R5,59,12/12/2013,14:25,1,Pop,,Tree/branch fall,,,0,1,0
R5,59,12/13/2013,09:53,1,Pop,,Calls from another mammal,,,0,1,0
R5,59,12/13/2013,09:57,2,Pop,Pop,Calls from another redtail group,Unknown,1,0,1,0
R5,59,12/13/2013,10:05,2,Pop,Snake chirps,IGE,,,0,1,0
R5,59,12/13/2013,10:08,2,Pop,,IGE,,,0,1,0
R5,59,12/13/2013,13:55,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/13/2013,16:08,2,Pop,Snake chirps,Calls from a human,,,0,1,0
R5,59,12/13/2013,17:58,3,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/14/2013,10:15,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,59,12/14/2013,12:15,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/14/2013,14:18,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/14/2013,17:16,1,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,59,12/14/2013,18:28,2,Pop,,Calls from another mammal,,,0,1,0
R5,59,12/15/2013,10:31,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/15/2013,12:21,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/15/2013,12:21,3,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/15/2013,15:22,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/15/2013,17:25,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/15/2013,18:12,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/16/2013,08:18,3,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,59,12/16/2013,10:27,1,Pop,,Calls from another mammal,,,0,1,0
R5,59,12/16/2013,12:19,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/16/2013,14:20,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/16/2013,15:20,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,59,12/16/2013,18:21,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/17/2013,12:56,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/17/2013,13:57,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/17/2013,14:04,3,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/17/2013,17:58,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,59,12/18/2013,10:39,3,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,59,12/18/2013,12:30,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,59,12/18/2013,12:31,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/18/2013,16:38,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/18/2013,17:40,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/18/2013,17:45,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/18/2013,18:27,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/19/2013,08:57,3,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,59,12/19/2013,11:57,3,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/19/2013,13:46,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/19/2013,15:58,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/19/2013,15:59,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/19/2013,17:59,2,Pop,,Tree/branch fall,,,0,1,0
R5,59,12/19/2013,18:00,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/19/2013,18:01,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/20/2013,10:11,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,59,12/20/2013,15:12,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/20/2013,17:12,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,59,12/20/2013,18:19,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/21/2013,08:45,1,Pop,,Calls from a bird,,,0,1,0
R5,59,12/21/2013,11:46,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/21/2013,11:48,2,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/21/2013,14:27,1,Pop,,Calls from a human,,,0,1,0
R5,59,12/21/2013,16:06,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,59,12/21/2013,18:30,1,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,59,12/21/2013,18:32,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/22/2013,09:45,1,Pop,,Calls from a bird,,,0,1,0
R5,59,12/22/2013,10:16,2,Pop,,Fight within group,,,0,1,0
R5,59,12/22/2013,12:34,1,Pop,,Calls from another monkey species,,,0,1,0
R5,59,12/22/2013,15:45,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,59,12/22/2013,16:35,1,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/03/2014,16:55,2,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/03/2014,17:07,1,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/03/2014,18:50,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,60,01/04/2014,11:45,2,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/04/2014,14:46,1,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/04/2014,16:46,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,60,01/04/2014,17:55,2,Pop,,Calls from another mammal,,,0,1,0
R5,60,01/05/2014,11:01,1,Pop,,Calls from a bird,,,0,1,0
R5,60,01/05/2014,13:02,2,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/05/2014,16:02,1,Pop,,Tree/branch fall,,,0,1,0
R5,60,01/05/2014,17:22,3,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,60,01/06/2014,06:52,2,Pop,Snake chirps,Calls from a human,,,0,1,0
R5,60,01/06/2014,08:51,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,60,01/06/2014,12:52,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,60,01/06/2014,15:01,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,60,01/07/2014,09:17,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,60,01/07/2014,13:23,2,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/07/2014,13:53,1,Pop,Other alarm,Calls from another monkey species,,,0,0,1
R5,60,01/07/2014,18:19,1,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,60,01/07/2014,18:27,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,60,01/08/2014,13:54,3,Pop,Snake chirps,Eagle alarm,,,1,0,0
R5,60,01/08/2014,16:03,2,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/08/2014,16:55,1,Pop,,Calls from a bird,,,0,1,0
R5,60,01/08/2014,18:47,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,60,01/09/2014,13:26,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,60,01/09/2014,17:27,1,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/09/2014,17:46,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,60,01/10/2014,13:44,2,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/10/2014,16:44,2,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/10/2014,18:36,1,Pop,,Calls from a bird,,,0,1,0
R5,60,01/11/2014,13:18,2,Pop,Ka-train,Calls from another monkey species,,,1,0,0
R5,60,01/11/2014,17:28,1,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/12/2014,15:37,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,60,01/12/2014,17:38,2,Pop,,Calls from another mammal,,,0,1,0
R5,60,01/12/2014,17:44,1,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/12/2014,18:22,2,Pop,Snake chirps,Calls from another redtail group,,,0,1,0
R5,60,01/12/2014,18:50,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,60,01/13/2014,14:16,2,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/13/2014,17:16,2,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/14/2014,10:43,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,60,01/14/2014,14:44,1,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/14/2014,17:44,1,Pop,,Calls from another mammal,,,0,1,0
R5,60,01/14/2014,17:50,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,60,01/15/2014,10:20,2,Pop,,Calls from another monkey species,,,0,1,0
R5,60,01/15/2014,15:20,1,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,60,01/15/2014,15:50,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,60,01/15/2014,18:21,1,Pop,,Unknown,,,0,1,0
R5,60,01/16/2014,15:29,3,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,60,01/16/2014,16:35,1,Pop,,Calls from another monkey species,,,0,1,0
R5,61,01/24/2014,17:18,2,Pop,,Eagle alarm,,,1,0,0
R5,61,01/24/2014,18:19,1,Pop,,Tree/branch fall,,,0,1,0
R5,61,01/25/2014,07:41,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,61,01/25/2014,13:28,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,61,01/26/2014,07:47,2,Pop,Pop,IGE,IGE,1,0,1,0
R5,61,01/26/2014,07:50,3,Pop,Snake chirps,IGE,,,0,1,0
R5,61,01/26/2014,14:12,1,Pop,,Calls from another mammal,,,0,1,0
R5,61,01/26/2014,17:13,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,61,01/26/2014,19:42,2,Pop,Pop,IGE,IGE,1,0,1,0
R5,61,01/27/2014,12:01,1,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,61,01/27/2014,17:01,2,Pop,,Calls from another mammal,,,0,1,0
R5,61,01/30/2014,16:38,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,61,01/30/2014,16:42,1,Pop,,Calls from another monkey species,,,0,1,0
R5,61,01/31/2014,16:35,2,Pop,,Calls from another monkey species,,,0,1,0
R5,61,01/31/2014,17:13,1,Pop,Snake chirps,Tree/branch fall,,,0,1,0
R5,61,02/01/2014,11:16,1,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,61,02/01/2014,12:17,1,Pop,,Calls from another monkey species,,,0,1,0
R5,61,02/01/2014,17:18,2,Pop,Snake chirps,Tree/branch fall,,,0,1,0
R5,61,02/02/2014,10:43,2,Pop,,Calls from another monkey species,,,0,1,0
R5,61,02/02/2014,11:21,1,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,61,02/02/2014,15:49,1,Pop,,Calls from another monkey species,,,0,1,0
R5,61,02/02/2014,15:51,2,Pop,Snake chirps,Calls from another monkey species,,,0,1,0
R5,61,02/03/2014,13:18,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,61,02/03/2014,15:39,1,Pop,,Calls from another mammal,,,0,1,0
R5,61,02/03/2014,18:19,2,Pop,,Tree/branch fall,,,0,1,0
R5,61,02/04/2014,09:33,2,Pop,Snake chirps,Calls from another mammal,,,0,1,0
R5,61,02/04/2014,10:11,2,Pop,Snake chirps,Calls from a bird,,,0,1,0
R5,61,02/04/2014,14:20,1,Pop,,Calls from another monkey species,,,0,1,0
R5,61,02/04/2014,16:24,2,Pop,,Calls from another monkey species,,,0,1,0
R5,61,02/05/2014,10:19,2,Pop,,Eagle alarm,,,1,0,0
R5,61,02/05/2014,12:21,1,Pop,,Calls from another monkey species,,,0,1,0
R5,62,02/13/2014,17:48,1,Pop,,Tree/branch fall,,,0,1,0
R5,62,02/14/2014,12:41,2,Pop,Pop,Eagle alarm,Eagle alarm,1,1,0,0
R5,62,02/14/2014,13:13,1,Pop,Pop,Eagle alarm,Eagle alarm,3,1,0,0
R5,62,02/15/2014,10:54,3,Pop,,Eagle alarm,,,1,0,0
R5,62,02/15/2014,14:49,1,Pop,,Calls from a bird,,,0,1,0
R5,62,02/16/2014,09:43,1,Pop,,Calls from another monkey species,,,0,1,0
R5,62,02/16/2014,12:44,2,Pop,,Eagle alarm,,,1,0,0
R5,62,02/16/2014,15:44,1,Pop,,No context,,,0,1,0
R5,62,02/16/2014,16:39,1,Pop,,Calls from another monkey species,,,0,1,0
R5,62,02/17/2014,09:23,1,Pop,,No context,,,0,1,0
R5,62,02/17/2014,10:24,3,Pop,,Eagle alarm,,,1,0,0
R5,62,02/17/2014,14:24,1,Pop,,Tree/branch fall,,,0,1,0
R5,62,02/17/2014,17:25,2,Pop,,Calls from another monkey species,,,0,1,0
R5,62,02/18/2014,09:03,1,Pop,,Unknown,,,0,1,0
R5,62,02/18/2014,16:04,1,Pop,,No context,,,0,1,0
R5,62,02/19/2014,14:29,1,Pop,,No context,,,0,1,0
R5,62,02/19/2014,15:29,3,Pop,,Eagle alarm,,,1,0,0
R5,62,02/20/2014,09:32,2,Pop,,Calls from another mammal,,,0,1,0
R5,62,02/20/2014,13:31,1,Pop,,No context,,,0,1,0
R5,62,02/20/2014,17:33,1,Pop,,No context,,,0,1,0
R5,62,02/20/2014,19:43,1,Pop,,Unknown,,,0,1,0
R5,62,02/21/2014,11:05,2,Pop,,Calls from a bird,,,0,1,0
R5,62,02/21/2014,15:11,1,Pop,,No context,,,0,1,0
R5,62,02/21/2014,17:07,1,Pop,,Unknown,,,0,1,0
R5,62,02/22/2014,15:44,1,Pop,,No context,,,0,1,0
R5,62,02/22/2014,17:44,2,Pop,,Tree/branch fall,,,0,1,0
R5,62,02/23/2014,14:07,1,Pop,,No context,,,0,1,0
R5,62,02/23/2014,17:19,1,Pop,,No context,,,0,1,0
R5,62,02/23/2014,18:08,1,Pop,,Calls from a bird,,,0,1,0
R5,62,02/24/2014,08:11,1,Pop,,Calls from a bird,,,0,1,0
R5,62,02/24/2014,12:11,1,Pop,,No context,,,0,1,0
R5,62,02/24/2014,15:12,2,Pop,,Calls from another monkey species,,,0,1,0
R5,62,02/24/2014,17:13,1,Pop,,No context,,,0,1,0
R5,62,02/25/2014,16:28,1,Pop,,No context,,,0,1,0
R5,62,02/26/2014,13:18,1,Pop,,Tree/branch fall,,,0,1,0
R5,62,02/26/2014,16:26,1,Pop,,No context,,,0,1,0
R5,62.25,02/27/2014,10:26,2,Pop,,Calls from a bird,,,0,1,0
R5,62.25,02/27/2014,14:27,1,Pop,,No context,,,0,1,0
R5,62.25,02/27/2014,15:43,1,Pop,,No context,,,0,1,0
R5,62.25,02/28/2014,11:50,1,Pop,,No context,,,0,1,0
R5,62.25,02/28/2014,15:36,1,Pop,,Calls from another mammal,,,0,1,0
R5,62.25,02/28/2014,17:08,1,Pop,,No context,,,0,1,0
R5,62.25,03/01/2014,16:09,1,Pop,,No context,,,0,1,0
R5,62.25,03/01/2014,18:16,1,Pop,,No context,,,0,1,0
R5,62.25,03/02/2014,09:25,1,Pop,,No context,,,0,1,0
R5,62.25,03/02/2014,15:26,1,Pop,,Unknown,,,0,1,0
R5,71,04/17/2015,10:40,1,Pop,,No context,,,0,1,0
R5,71,04/17/2015,13:02,1,Pop,,No context,,,0,1,0
R5,71,04/18/2015,10:46,1,Pop,,No context,,,0,1,0
R5,71,04/18/2015,13:26,1,Pop,,Calls from a bird,,,0,1,0
R5,71,04/19/2015,09:56,1,Pop,,Calls from another monkey species,,,0,1,0
R5,71,04/19/2015,12:35,1,Pop,,No context,,,0,1,0
R5,71,04/19/2015,16:24,1,Pop,,No context,,,0,1,0
R5,71,04/20/2015,10:28,1,Pop,,No context,,,0,1,0
R5,71,04/20/2015,12:44,1,Pop,,Unknown,,,0,1,0
R5,71,04/20/2015,15:09,12,Pop,,Tree/branch fall,,,0,1,0
R5,71,04/21/2015,09:19,1,Pop,,IGE,,,0,1,0
R5,71,04/21/2015,09:19,,Pop,,,IGE,1,0,1,0
R5,71,04/21/2015,13:05,1,Pop,,Unknown,,,0,1,0
R5,71,04/21/2015,17:36,1,Pop,,Unknown,,,0,1,0
R5,71,04/22/2015,11:04,1,Pop,,Unknown,,,0,1,0
R5,71,04/22/2015,15:31,1,Pop,,Unknown,,,0,1,0
R5,72,05/10/2015,09:26,1,Pop,,Unknown,,,0,1,0
R5,72,05/10/2015,11:56,1,Pop,,Unknown,,,0,1,0
R5,72,05/10/2015,16:00,1,Pop,,No context,,,0,1,0
R5,72,05/11/2015,14:08,1,Pop,,Unknown,,,0,1,0
R5,72,05/11/2015,17:35,1,Pop,,Unknown,,,0,1,0
R5,72,05/12/2015,11:26,1,Pop,,Unknown,,,0,1,0
R5,72,05/12/2015,14:08,1,Pop,,No context,,,0,1,0
R5,72,05/12/2015,17:43,1,Pop,,Unknown,,,0,1,0
R5,72,05/13/2015,10:36,1,Pop,,Unknown,,,0,1,0
R5,72,05/13/2015,13:19,1,Pop,,Unknown,,,0,1,0
R5,72,05/13/2015,16:58,2,Pop,,Calls from a bird,,,0,1,0
R5,72,05/14/2015,16:13,1,Pop,,Unknown,,,0,1,0
R5,72,05/14/2015,18:03,1,Pop,,No context,,,0,1,0
R5,72,05/15/2015,12:33,2,Pop,,Calls from another monkey species,,,0,1,0
R5,72,05/15/2015,14:45,1,Pop,,Unknown,,,0,1,0
R5,72,05/15/2015,17:03,1,Pop,,No context,,,0,1,0
R5,72,05/16/2015,09:18,2,Pop,,Calls from another monkey species,,,0,1,0
R5,72,05/16/2015,13:19,1,Pop,,IGE,,,0,1,0
R5,72,05/16/2015,17:39,1,Pop,,Unknown,,,0,1,0
R5,72,05/17/2015,17:35,1,Pop,,Unknown,,,0,1,0
R5,72,05/18/2015,09:11,1,Pop,,No context,,,0,1,0
R5,72,05/18/2015,13:03,1,Pop,,Unknown,,,0,1,0
R5,72,05/18/2015,16:35,1,Pop,,Unknown,,,0,1,0
R5,72,05/19/2015,11:09,1,Pop,,Unknown,,,0,1,0
R5,72,05/19/2015,16:25,1,Pop,,No context,,,0,1,0
R5,72,05/20/2015,11:55,2,Pop,,Calls from another monkey species,,,0,1,0
R5,72,05/20/2015,13:20,1,Pop,,Calls from another monkey species,,,0,1,0
R5,72,05/20/2015,17:40,1,Pop,,Unknown,,,0,1,0
R5,72,05/21/2015,13:12,1,Pop,,Unknown,,,0,1,0
R5,72,05/21/2015,16:01,1,Pop,,No context,,,0,1,0
R5,72,05/22/2015,11:07,1,Pop,,No context,,,0,1,0
R5,72,05/22/2015,14:25,1,Pop,,Calls from another monkey species,,,0,1,0
R5,73,06/09/2015,17:22,1,Pop,,Unknown,,,0,1,0
R5,73,06/10/2015,15:15,1,Pop,,No context,,,0,1,0
R5,73,06/11/2015,08:41,1,Pop,,Calls from another monkey species,,,0,1,0
R5,73,06/11/2015,11:27,1,Pop,,Unknown,,,0,1,0
R5,73,06/11/2015,14:27,1,Pop,,Tree/branch fall,,,0,1,0
R5,73,06/12/2015,08:27,1,Pop,,Unknown,,,0,1,0
R5,73,06/12/2015,13:42,1,Pop,,Tree/branch fall,,,0,1,0
R5,73,06/12/2015,17:28,2,Pop,,Calls from a bird,,,0,1,0
R5,73,06/13/2015,09:49,1,Pop,,Unknown,,,0,1,0
R5,73,06/13/2015,13:19,1,Pop,,No context,,,0,1,0
R5,73,06/13/2015,14:11,1,Pop,,No context,,1,0,1,0
R5,73,06/14/2015,11:56,2,Pop,,Tree/branch fall,,,0,1,0
R5,73,06/14/2015,15:14,1,Pop,,Unknown,,,0,1,0
R5,73,06/14/2015,15:57,1,Pop,,No context,,,0,1,0
R5,73,06/15/2015,15:53,1,Pop,,Unknown,,,0,1,0
R5,73,06/16/2015,09:10,1,Pop,,Unknown,,,0,1,0
R5,73,06/16/2015,14:49,1,Pop,,Unknown,,,0,1,0
R5,73,06/16/2015,16:27,1,Pop,,No context,,,0,1,0
R5,73,06/17/2015,14:40,1,Pop,,Unknown,,,0,1,0
R5,73,06/17/2015,17:07,1,Pop,,No context,,,0,1,0
R5,73,06/18/2015,08:27,1,Pop,,Unknown,,,0,1,0
R5,73,06/18/2015,12:17,1,Pop,,No context,,,0,1,0
R5,73,06/19/2015,09:08,1,Pop,,Unknown,,,0,1,0
R5,73,06/19/2015,13:43,1,Pop,,No context,,,0,1,0
R5,73,06/19/2015,17:48,1,Pop,,No context,,,0,1,0
R5,73,06/21/2015,13:26,1,Pop,,IGE,,,0,1,0
R6,29,01/13/2012,11:27,1,Pop,,Calls from another monkey species,,,0,1,0
R6,29,01/13/2012,14:33,10,Pop,,Eagle alarm,,,1,0,0
R6,29,01/13/2012,18:42,1,Pop,,,,,0,1,0
R6,29,01/13/2012,18:48,1,Pop,,Calls from another monkey species,,,0,1,0
R6,29,01/13/2012,18:49,1,Pop,,Calls from another monkey species,,,0,1,0
R6,29,01/14/2012,11:30,1,Pop,,Calls from another monkey species,,,0,1,0
R6,29,01/14/2012,11:32,1,Pop,,Calls from another monkey species,,,0,1,0
R6,30,01/25/2012,16:06,1,Pop,,,,,0,1,0
R6,30,01/26/2012,18:37,1,Pop,,Eagle alarm,,,1,0,0
R6,31,02/08/2012,13:39,1,Pop,,Eagle alarm,,,1,0,0
R6,31,02/11/2012,12:28,1,Pop,,Eagle alarm,,,1,0,0
R6,31,02/12/2012,08:51,2,Pop,,Eagle alarm,,,1,0,0
R6,31,02/13/2012,11:02,1,Pop,,Calls from a bird,,,0,1,0
R6,31,02/13/2012,12:38,2,Pop,,Eagle alarm,,,1,0,0
R6,31,02/14/2012,10:18,4,Pop,,Eagle alarm,,,1,0,0
R6,31,02/14/2012,10:34,2,Pop,,Calls from another monkey species,,,0,1,0
R6,31,02/14/2012,10:56,4,Pop,,Calls from another monkey species,,,0,1,0
R6,31,02/15/2012,09:13,1,Pop,,Calls from another monkey species,,,0,1,0
R6,31,02/15/2012,10:18,6,Pop,,Eagle alarm,,,1,0,0
R6,33,02/28/2012,17:12,1,Pop,,Calls from another monkey species,,,0,1,0
R6,33,02/29/2012,10:26,1,Pop,,No context,,,0,1,0
R6,33,02/29/2012,13:22,,Pop,,,,,0,1,0
R6,33,03/02/2012,09:41,2,Pop,Pop,Calls from another monkey species,Calls from another redtail group,3,0,1,0
R6,33,03/02/2012,11:28,,,Pop,,Calls from another monkey species,2,0,1,0
R6,33,03/02/2012,15:52,2,Pop,,Calls from another monkey species,,,0,1,0
