"","species","group","name","class","cort_dw","wo_p","date","cort_numeric","psa_my_perc","psa_bl_perc","psa_ch_perc","r_eagle","r_ig_es","repro_narrow","repro_broad","mean_uc_psg"
"246","RT","R2","Mubende","SM","837 ",51,"02/09/2013",837,77,0,0,0.73,0.15,,,6.21
"247","RT","R2","Mubende","SM","2429 ",51,"02/14/2013",2429,46,0,0,0.73,0.15,,,6.21
"248","RT","R2","Mubende","SM","337 ",51,"02/15/2013",337,12,0,0,0.73,0.15,,,6.21
"249","RT","R2","Mubende","SM","261 ",51,"02/18/2013",261,23,0,0,0.73,0.15,,,6.21
"250","RT","R2","Mubende","SM","2999 ",52,"03/09/2013",2999,42,0,0,1.01,0,,,7.23
"251","RT","R3","Aluminum","AF","820 ",45,"10/05/2012",820,54,0,0,0.76,0,"0","0",1.6
"252","RT","R3","Aluminum","AF","911 ",46,"10/28/2012",911,45,0,0,0.73,0.15,"0","0",1.07
"253","RT","R3","Aluminum","AF","995 ",46,"11/06/2012",995,64,0,5,0.73,0.15,"0","0",1.07
"254","RT","R3","Aluminum","AF","345 ",47,"11/27/2012",345,43,0,0,0.3,0.15,"0","0",0.72
"255","RT","R3","Aluminum","AFi","317 ",68,"01/22/2015",317,54,0,0,1.09,0,"2","2",1.54
"256","RT","R3","Aluminum","AF","247 ",68,"01/26/2015",247,0,0,0,1.09,0,"2","2",1.54
"257","RT","R3","Argon","AF","505 ",46,"11/03/2012",505,8,0,0,0.73,0.15,"1","1",
"258","RT","R3","Argon","AF","1024 ",46,"11/04/2012",1024,33,0,0,0.73,0.15,"1","1",
"259","RT","R3","Argon","AF","1381 ",48,"12/07/2012",1381,42,0,0,0.79,0,"1","1",
"260","RT","R3","Argon","AF","116 ",68,"01/29/2015",116,0,0,0,1.09,0,"0","0",
"261","RT","R3","Calcium","SF","123 ",45,"10/08/2012",123,40,0,0,0.76,0,"1","1",
"262","RT","R3","Calcium","SF","134 ",46,"10/31/2012",134,72,0,0,0.73,0.15,"1","1",
"263","RT","R3","Calcium","SF","739 ",46,"11/03/2012",739,8,0,0,0.73,0.15,"1","1",
"264","RT","R3","Calcium","AF","312 ",68,"01/26/2015",312,0,0,0,1.09,0,"0","0",1.8
"265","RT","R3","Carbon","AF","760 ",44,"09/15/2012",760,0,0,0,0.42,0.59,"1","1",1.65
"266","RT","R3","Carbon","AF","1004 ",44,"09/16/2012",1004,0,0,0,0.42,0.59,"1","1",1.65
"267","RT","R3","Carbon","AF","57 ",45,"10/04/2012",57,0,0,0,0.76,0,"1","1",1.94
"268","RT","R3","Carbon","AF","106 ",45,"10/05/2012",106,54,0,0,0.76,0,"1","1",1.94
"269","RT","R3","Carbon","AF","788 ",46,"10/27/2012",788,32,0,0,0.73,0.15,"1","1",3.38
"270","RT","R3","Carbon","AF","1633 ",46,"10/27/2012",1633,32,0,0,0.73,0.15,"1","1",3.38
"271","RT","R3","Carbon","AF","1780 ",46,"10/30/2012",1780,76,0,0,0.73,0.15,"1","1",3.38
"272","RT","R3","Carbon","AF","463 ",46,"11/04/2012",463,33,0,0,0.73,0.15,"1","1",3.38
"273","RT","R3","Carbon","AF","217 ",47,"11/24/2012",217,20,0,0,0.3,0.15,"1","1",
"274","RT","R3","Carbon","AF","1123 ",48,"12/10/2012",1123,44,0,0,0.79,0,"1","1",
"275","RT","R3","Chlorine","AF","176 ",45,"10/04/2012",176,0,0,0,0.76,0,"1","1",
"276","RT","R3","Chlorine","AF","420 ",46,"11/03/2012",420,8,0,0,0.73,0.15,"1","1",
"277","RT","R3","Chlorine","AF","952 ",47,"11/16/2012",952,12,0,0,0.3,0.15,"1","1",1.58
"278","RT","R3","Chlorine","AF","2728 ",47,"11/17/2012",2728,54,0,0,0.3,0.15,"1","1",1.58
"279","RT","R3","Chlorine","AF","370 ",48,"12/08/2012",370,64,0,0,0.79,0,"1","1",
"280","RT","R3","Chlorine","AF","159 ",68,"01/20/2015",159,0,0,0,1.09,0,"0","0",1.72
"281","RT","R3","Coal","AF","67 ",44,"09/17/2012",67,5,0,0,0.42,0.59,"1","1",1.37
"282","RT","R3","Coal","AF","3515 ",45,"10/08/2012",3515,40,0,0,0.76,0,"1","1",1.62
"283","RT","R3","Coal","AF","590 ",46,"10/26/2012",590,25,0,4,0.73,0.15,"1","1",3.37
"284","RT","R3","Coal","AF","235 ",46,"11/04/2012",235,33,0,0,0.73,0.15,"1","1",3.37
"285","RT","R3","Coal","AF","322 ",47,"11/25/2012",322,20,0,0,0.3,0.15,"0","0",
"286","RT","R3","Coal","AF","516 ",47,"11/26/2012",516,0,0,0,0.3,0.15,"0","0",
"287","RT","R3","Coal","AF","384 ",48,"12/06/2012",384,25,0,0,0.79,0,"0","0",3.34
"288","RT","R3","Coal","AF","248 ",68,"01/28/2015",248,70,0,0,1.09,0,"0","0",1.14
"289","RT","R3","Copper","AM","1055 ",43,"08/28/2012",1055,0,0,0,0.36,0,,,
"290","RT","R3","Copper","AM","273 ",44,"09/24/2012",273,4,0,0,0.42,0.59,,,9.32
"291","RT","R3","Copper","AM","2753 ",44,"09/25/2012",2753,15,0,0,0.42,0.59,,,9.32
"292","RT","R3","Copper","AM","44 ",45,"10/04/2012",44,0,0,0,0.76,0,,,3.99
"293","RT","R3","Copper","AM","1853 ",45,"10/05/2012",1853,54,0,0,0.76,0,,,3.99
"294","RT","R3","Copper","AM","631 ",46,"10/24/2012",631,18,0,0,0.73,0.15,,,1.04
"295","RT","R3","Copper","AM","682 ",46,"10/25/2012",682,0,0,0,0.73,0.15,,,1.04
"296","RT","R3","Copper","AM","423 ",46,"10/28/2012",423,45,0,0,0.73,0.15,,,1.04
"297","RT","R3","Copper","AM","689 ",46,"10/30/2012",689,76,0,0,0.73,0.15,,,1.04
"298","RT","R3","Copper","AM","670 ",46,"11/03/2012",670,8,0,0,0.73,0.15,,,1.04
"299","RT","R3","Gold","AF","97 ",44,"09/20/2012",97,4,0,0,0.42,0.59,"1","1",2.07
"300","RT","R3","Gold","AF","533 ",46,"10/30/2012",533,76,0,0,0.73,0.15,"1","1",
"301","RT","R3","Gold","AF","2878 ",46,"11/06/2012",2878,64,0,5,0.73,0.15,"1","1",
"302","RT","R3","Gold","AF","581 ",48,"12/06/2012",581,25,0,0,0.79,0,"1","1",
"303","RT","R3","Iron","AF","267 ",46,"11/05/2012",267,0,0,0,0.73,0.15,"1","1",0.67
"304","RT","R3","Iron","AF","485 ",48,"12/08/2012",485,64,0,0,0.79,0,"1","1",
"305","RT","R3","Magnesium","SF","444 ",46,"10/28/2012",444,45,0,0,0.73,0.15,,,1.36
"306","RT","R3","Magnesium","AF","278 ",68,"01/20/2015",278,0,0,0,1.09,0,"0","0",1.76
"307","RT","R3","Potassium","AF","429 ",45,"10/04/2012",429,0,0,0,0.76,0,"1","1",2.1
"308","RT","R3","Potassium","AF","254 ",45,"10/09/2012",254,0,0,0,0.76,0,"1","1",2.1
"309","RT","R3","Potassium","AF","615 ",46,"10/25/2012",615,0,0,0,0.73,0.15,"1","1",
"310","RT","R3","Potassium","AF","1049 ",46,"10/29/2012",1049,52,0,0,0.73,0.15,"1","1",
"311","RT","R3","Potassium","AF","507 ",46,"11/03/2012",507,8,0,0,0.73,0.15,"1","1",
"312","RT","R3","Potassium","AF","134 ",48,"12/06/2012",134,25,0,0,0.79,0,"1","1",
"313","RT","R3","Silver","AF","370 ",43,"08/26/2012",370,0,0,0,0.36,0,"1","1",2.58
"314","RT","R3","Silver","AF","906 ",44,"09/25/2012",906,15,0,0,0.42,0.59,"1","1",2.71
"315","RT","R3","Silver","AF","196 ",45,"10/08/2012",196,40,0,0,0.76,0,"1","1",9.75
"316","RT","R3","Silver","AF","672 ",46,"10/24/2012",672,18,0,0,0.73,0.15,"1","1",2.95
"317","RT","R3","Silver","AF","217 ",46,"11/06/2012",217,64,0,5,0.73,0.15,"1","1",2.95
"318","RT","R3","Silver","AF","679 ",47,"11/24/2012",679,20,0,0,0.3,0.15,"1","1",
"319","RT","R3","Silver","AF","789 ",48,"12/10/2012",789,44,0,0,0.79,0,"1","1",10.96
"320","RT","R3","Silver","AF","540 ",68,"01/26/2015",540,0,0,0,1.09,0,"0","0",1.12
"321","RT","R3","Sodium","SF","700 ",46,"11/02/2012",700,46,0,0,0.73,0.15,,,1.18
"322","RT","R3","Sulphur","SF","672 ",43,"08/31/2012",672,0,0,0,0.36,0,"1","1",
"323","RT","R3","Sulphur","SF","327 ",44,"09/23/2012",327,8,0,0,0.42,0.59,"1","1",11.17
"324","RT","R3","Sulphur","SF","215 ",45,"10/06/2012",215,0,0,0,0.76,0,"1","1",0.97
"325","RT","R3","Sulphur","SF","579 ",46,"10/27/2012",579,32,0,0,0.73,0.15,"1","1",
"326","RT","R3","Sulphur","AF","555 ",68,"01/22/2015",555,54,0,0,1.09,0,"2","2",1.78
"327","RT","R3","Tin","SM","107 ",43,"08/25/2012",107,0,0,0,0.36,0,,,1.55
"328","RT","R3","Tin","SM","457 ",45,"10/06/2012",457,0,0,0,0.76,0,,,
"329","RT","R3","Tin","SM","973 ",46,"10/26/2012",973,25,0,4,0.73,0.15,,,3.12
"330","RT","R3","Tin","SM","161 ",47,"11/15/2012",161,92,0,0,0.3,0.15,,,0.89
"331","RT","R3","Tin","SM","116 ",68,"01/20/2015",116,0,0,0,1.09,0,,,1.71
"332","RT","R3","Tin","SM","281 ",68,"01/25/2015",281,0,0,0,1.09,0,,,1.71
"333","RT","R3","Zinc","AF","187 ",43,"08/23/2012",187,0,0,0,0.36,0,"1","1",1.29
"334","RT","R3","Zinc","AF","261 ",44,"09/15/2012",261,0,0,0,0.42,0.59,"1","1",1.15
"335","RT","R3","Zinc","AF","288 ",44,"09/25/2012",288,15,0,0,0.42,0.59,"1","1",1.15
"336","RT","R3","Zinc","AF","415 ",45,"10/08/2012",415,40,0,0,0.76,0,"1","1",3.37
"337","RT","R3","Zinc","AF","568 ",46,"11/02/2012",568,46,0,0,0.73,0.15,"1","1",0.75
"338","RT","R3","Zinc","AF","2185 ",46,"11/04/2012",2185,33,0,0,0.73,0.15,"1","1",0.75
"339","RT","R3","Zinc","AF","262 ",47,"11/16/2012",262,12,0,0,0.3,0.15,"2","2",
"340","RT","R3","Zinc","AF","603 ",48,"12/05/2012",603,0,0,0,0.79,0,"2","2",
"341","RT","R3","Zinc","AF","196 ",68,"01/26/2015",196,0,0,0,1.09,0,"0","0",1.24
"342","RT","R4","Andromeda","AF","771 ",50,"01/19/2013",771,,,,0.41,0,"2","2",1.78
"343","RT","R4","Andromeda","AF","933 ",52,"03/09/2013",933,27,0,0,0.72,0,"2","2",
"344","RT","R4","Andromeda","AF","1618 ",63,"03/20/2014",1618,0,0,0,1.24,0,"0","0",10.72
"345","RT","R4","Andromeda","AF","6035 ",63,"03/23/2014",6035,0,0,0,1.24,0,"0","0",10.72
"346","RT","R4","Andromeda","AF","238 ",64,"04/13/2014",238,8,0,0,1.18,0.12,"0","0",0.55
"347","RT","R4","Andromeda","AF","198 ",64,"04/15/2014",198,59,0,0,1.18,0.12,"0","0",0.55
"348","RT","R4","Andromeda","AF","75 ",66,"06/15/2014",75,5,0,0,0.98,0.25,"0","0",0.74
"349","RT","R4","Andromeda","AF","182 ",67,"07/12/2014",182,0,0,0,0.99,0,"0","0",0.57
"350","RT","R4","Andromeda","AF","81 ",67,"07/18/2014",81,0,0,0,0.99,0,"0","0",0.57
"351","RT","R4","Earth","AM","802 ",49,"12/30/2012",802,,,,,,,,1.31
"352","RT","R4","Earth","AM","4681 ",50,"01/18/2013",4681,,,,0.41,0,,,2.85
"353","RT","R4","Earth","AM","3554 ",50,"01/19/2013",3554,,,,0.41,0,,,2.85
"354","RT","R4","Earth","AM","895 ",50,"01/21/2013",895,,,,0.41,0,,,2.85
"355","RT","R4","Earth","AM","536 ",51,"02/08/2013",536,0,0,0,1.02,0.08,,,2.4
"356","RT","R4","Earth","AM","1587 ",51,"02/09/2013",1587,17,0,0,1.02,0.08,,,2.4
"357","RT","R4","Earth","AM","1643 ",51,"02/16/2013",1643,0,0,0,1.02,0.08,,,2.4
"358","RT","R4","Earth","AM","1557 ",53,"03/27/2013",1557,0,0,0,0.57,0,,,1.35
"359","RT","R4","Earth","AM","1065 ",63,"03/24/2014",1065,0,0,0,1.24,0,,,7.77
"360","RT","R4","Earth","AM","142 ",63,"03/25/2014",142,0,0,6,1.24,0,,,7.77
"361","RT","R4","Earth","AM","223 ",64,"04/16/2014",223,35,0,0,1.18,0.12,,,0.72
"362","RT","R4","Earth","AM","125 ",65,"05/10/2014",125,0,0,0,0.76,0,,,
"363","RT","R4","Earth","AM","88 ",65,"05/11/2014",88,0,0,0,0.76,0,,,
"364","RT","R4","Earth","AM","136 ",66,"06/14/2014",136,33,0,0,0.98,0.25,,,
"365","RT","R4","Earth","AM","340 ",67,"07/14/2014",340,0,0,0,0.99,0,,,1.03
"366","RT","R4","Indian","SM","786 ",51,"02/09/2013",786,17,0,0,1.02,0.08,,,4.13
"367","RT","R4","Indian","SM","1502 ",63,"03/24/2014",1502,0,0,0,1.24,0,,,3.83
"368","RT","R4","Indian","SM","1776 ",63,"03/25/2014",1776,0,0,6,1.24,0,,,3.83
"369","RT","R4","Indian","SM","616 ",66,"06/14/2014",616,33,0,0,0.98,0.25,,,
"370","RT","R4","Indian","SM","377 ",67,"07/14/2014",377,0,0,0,0.99,0,,,1.07
"371","RT","R4","Jupiter","AF","938 ",49,"01/02/2013",938,,,,,,"1","1",1.58
"372","RT","R4","Jupiter","AF","1774 ",50,"01/28/2013",1774,0,0,0,0.41,0,"1","1",6.41
"373","RT","R4","Jupiter","AF","1500 ",51,"02/11/2013",1500,17,0,0,1.02,0.08,"1","1",1.24
"374","RT","R4","Jupiter","AF","365 ",51,"02/16/2013",365,0,0,0,1.02,0.08,"1","1",1.24
"375","RT","R4","Jupiter","AF","1578 ",52,"03/08/2013",1578,25,0,0,0.72,0,"1","1",
"376","RT","R4","Jupiter","AF","1887 ",53,"03/21/2013",1887,0,0,0,0.57,0,"2","2",2.27
"377","RT","R4","Jupiter","AF","357 ",53,"03/27/2013",357,0,0,0,0.57,0,"2","2",2.27
"378","RT","R4","Jupiter","AF","1527 ",63,"03/20/2014",1527,0,0,0,1.24,0,"1","1",1.16
"379","RT","R4","Jupiter","AF","4462 ",63,"03/21/2014",4462,0,0,0,1.24,0,"1","1",1.16
"380","RT","R4","Luna","AF","1616 ",52,"03/09/2013",1616,27,0,0,0.72,0,"2","2",
"381","RT","R4","Luna","AF","1183 ",63,"03/18/2014",1183,0,0,0,1.24,0,"0","0",3.91
"382","RT","R4","Luna","AF","3098 ",63,"03/22/2014",3098,0,0,0,1.24,0,"0","0",3.91
"383","RT","R4","Luna","AF","1669 ",63,"03/23/2014",1669,0,0,0,1.24,0,"0","0",3.91
"384","RT","R4","Luna","AF","451 ",64,"04/12/2014",451,0,0,0,1.18,0.12,"0","0",0.64
"385","RT","R4","Luna","AF","177 ",64,"04/15/2014",177,59,0,0,1.18,0.12,"0","0",0.64
"386","RT","R4","Luna","AF","133 ",65,"05/09/2014",133,47,0,0,0.76,0,"0","0",0.6
"387","RT","R4","Luna","AF","62 ",65,"05/14/2014",62,0,0,0,0.76,0,"0","0",0.6
"388","RT","R4","Luna","AF","293 ",66,"06/17/2014",293,0,0,0,0.98,0.25,"0","0",0.68
"389","RT","R4","Luna","AF","301 ",67,"07/14/2014",301,0,0,0,0.99,0,"0","0",
"390","RT","R4","Luna","AF","343 ",67,"07/16/2014",343,0,0,0,0.99,0,"0","0",
"391","RT","R4","Luna","AF","147 ",67,"07/18/2014",147,0,0,0,0.99,0,"0","0",
"392","RT","R4","Mars","AF","1746 ",49,"01/02/2013",1746,,,,,,"1","1",1.86
"393","RT","R4","Mars","AF","457 ",50,"01/16/2013",457,,,,0.41,0,"1","1",1.01
"394","RT","R4","Mars","AF","5402 ",50,"01/24/2013",5402,0,0,0,0.41,0,"1","1",1.01
"395","RT","R4","Mars","AF","1504 ",50,"01/27/2013",1504,0,0,0,0.41,0,"1","1",1.01
"396","RT","R4","Mars","AF","2297 ",51,"02/13/2013",2297,0,0,0,1.02,0.08,"1","1",1.16
"397","RT","R4","Mars","AF","434 ",51,"02/16/2013",434,0,0,0,1.02,0.08,"1","1",1.16
"398","RT","R4","Mars","AFi","689 ",63,"03/13/2014",689,0,0,0,1.24,0,"2","2",1.13
"399","RT","R4","Mars","AFi","566 ",63,"03/17/2014",566,0,0,0,1.24,0,"2","2",1.13
"400","RT","R4","Mars","AFi","4483 ",63,"03/23/2014",4483,0,0,0,1.24,0,"2","2",1.13
"401","RT","R4","Mars","AF","207 ",64,"04/15/2014",207,59,0,0,1.18,0.12,"2","2",
"402","RT","R4","Mars","AF","123 ",65,"05/06/2014",123,0,0,0,0.76,0,"2","2",
"403","RT","R4","Mars","AF","484 ",67,"07/16/2014",484,0,0,0,0.99,0,"2","2",0.64
"404","RT","R4","Mars","AF","120 ",67,"07/18/2014",120,0,0,0,0.99,0,"2","2",0.64
"405","RT","R4","Moon","AF","1116 ",63,"03/21/2014",1116,0,0,0,1.24,0,"0","0",1.03
"406","RT","R4","Moon","AF","425 ",64,"04/07/2014",425,0,0,0,1.18,0.12,"0","0",0.6
"407","RT","R4","Moon","AF","265 ",65,"05/09/2014",265,47,0,0,0.76,0,"0","0",0.47
"408","RT","R4","Moon","AF","57 ",66,"06/15/2014",57,5,0,0,0.98,0.25,"0","0",0.76
"409","RT","R4","Moon","AF","254 ",66,"06/17/2014",254,0,0,0,0.98,0.25,"0","0",0.76
"410","RT","R4","Moon","AF","463 ",67,"07/13/2014",463,0,0,0,0.99,0,"0","0",
"411","RT","R4","Moon","AF","301 ",67,"07/14/2014",301,0,0,0,0.99,0,"0","0",
"412","RT","R4","Pacific","SF","554 ",49,"01/08/2013",554,,,,,,,,
"413","RT","R4","Pacific","SF","1223 ",50,"01/24/2013",1223,0,0,0,0.41,0,,,2.08
"414","RT","R4","Pacific","SF","4198 ",51,"02/13/2013",4198,0,0,0,1.02,0.08,,,1.56
"415","RT","R4","Pacific","SF","2171 ",53,"03/21/2013",2171,0,0,0,0.57,0,,,2.91
"416","RT","R4","Pacific","SF","217 ",53,"04/01/2013",217,0,0,0,0.57,0,,,2.91
"417","RT","R4","Pacific","AF","1566 ",63,"03/18/2014",1566,0,0,0,1.24,0,"0","0",4.02
"418","RT","R4","Pacific","AF","92 ",63,"03/21/2014",92,0,0,0,1.24,0,"0","0",4.02
"419","RT","R4","Pacific","AF","3621 ",63,"03/23/2014",3621,0,0,0,1.24,0,"0","0",4.02
"420","RT","R4","Pacific","AF","188 ",65,"05/11/2014",188,0,0,0,0.76,0,"0","0",0.62
"421","RT","R4","Pacific","AF","799 ",66,"06/12/2014",799,0,0,0,0.98,0.25,"0","0",0.68
"422","RT","R4","Pacific","AF","214 ",66,"06/17/2014",214,0,0,0,0.98,0.25,"0","0",0.68
"423","RT","R4","Pacific","AF","324 ",67,"07/11/2014",324,39,0,0,0.99,0,"0","0",0.52
"424","RT","R4","Pluto","AF","533 ",50,"01/26/2013",533,0,0,0,0.41,0,"0","0",0.78
"425","RT","R4","Pluto","AF","1431 ",51,"02/06/2013",1431,0,0,0,1.02,0.08,"0","0",5.23
"426","RT","R4","Pluto","AF","803 ",51,"02/16/2013",803,0,0,0,1.02,0.08,"0","0",5.23
"427","RT","R4","Pluto","AF","603 ",52,"03/07/2013",603,13,0,0,0.72,0,"0","0",1.39
"428","RT","R4","Pluto","AF","227 ",53,"04/02/2013",227,19,0,0,0.57,0,"0","0",4.06
"429","RT","R4","Pluto","AFi","133 ",63,"03/13/2014",133,0,0,0,1.24,0,"2","2",4.22
"430","RT","R4","Pluto","AF","2160 ",63,"03/15/2014",2160,0,0,0,1.24,0,"2","2",4.22
"431","RT","R4","Pluto","AFi","448 ",63,"03/19/2014",448,0,0,0,1.24,0,"2","2",4.22
"432","RT","R4","Pluto","AF","2279 ",63,"03/23/2014",2279,0,0,0,1.24,0,"2","2",4.22
"433","RT","R4","Pluto","AF","171 ",64,"04/14/2014",171,41,0,0,1.18,0.12,"2","2",
"434","RT","R4","Pluto","AF","165 ",65,"05/06/2014",165,0,0,0,0.76,0,"2","2",0.61
"435","RT","R4","Pluto","AF","193 ",66,"06/12/2014",193,0,0,0,0.98,0.25,"2","2",0.84
"436","RT","R4","Pluto","AF","274 ",67,"07/11/2014",274,39,0,0,0.99,0,"2","2",0.37
"437","RT","R4","Sky","AF","978 ",63,"03/18/2014",978,0,0,0,1.24,0,"0","0",1.31
"438","RT","R4","Sky","AF","1339 ",63,"03/20/2014",1339,0,0,0,1.24,0,"0","0",1.31
"439","RT","R4","Sky","AF","385 ",64,"04/16/2014",385,35,0,0,1.18,0.12,"0","0",1.07
"440","RT","R4","Sky","AF","111 ",66,"06/15/2014",111,5,0,0,0.98,0.25,"0","0",1.14
"441","RT","R4","Sky","AF","291 ",66,"06/18/2014",291,0,0,0,0.98,0.25,"0","0",1.14
"442","RT","R4","Sky","AF","108 ",67,"07/12/2014",108,0,0,0,0.99,0,"0","0",6.83
"443","RT","R4","Sky","AF","768 ",67,"07/13/2014",768,0,0,0,0.99,0,"0","0",6.83
"444","RT","R4","Uranus","AF","805 ",50,"01/20/2013",805,,,,0.41,0,"1","1",0.6
"445","RT","R4","Uranus","AF","4614 ",50,"01/27/2013",4614,0,0,0,0.41,0,"1","1",0.6
"446","RT","R4","Uranus","AF","1059 ",50,"01/29/2013",1059,40,0,0,0.41,0,"1","1",0.6
"447","RT","R4","Uranus","AF","2617 ",51,"02/13/2013",2617,0,0,0,1.02,0.08,,"1",0.76
"448","RT","R4","Uranus","AF","1498 ",51,"02/17/2013",1498,0,0,0,1.02,0.08,,"1",0.76
"449","RT","R4","Uranus","AF","1606 ",52,"03/08/2013",1606,25,0,0,0.72,0,"0","0",0.96
"450","RT","R4","Uranus","AF","1024 ",63,"03/21/2014",1024,0,0,0,1.24,0,"0","0",
"451","RT","R4","Uranus","AF","5022 ",63,"03/22/2014",5022,0,0,0,1.24,0,"0","0",
"452","RT","R4","Uranus","AF","377 ",64,"04/13/2014",377,8,0,0,1.18,0.12,"0","0",0.92
"453","RT","R4","Uranus","AF","84 ",65,"05/14/2014",84,0,0,0,0.76,0,"0","0",0.67
"454","RT","R4","Uranus","AF","122 ",66,"06/15/2014",122,5,0,0,0.98,0.25,"0","0",0.68
"455","RT","R4","Uranus","AF","279 ",66,"06/18/2014",279,0,0,0,0.98,0.25,"0","0",0.68
"456","RT","R4","Uranus","AF","619 ",67,"07/13/2014",619,0,0,0,0.99,0,"0","0",
"457","RT","R4","Venus","AF","535 ",49,"12/31/2012",535,,,,,,"1","1",3.04
"458","RT","R4","Venus","AF","1668 ",50,"01/17/2013",1668,,,,0.41,0,"1","1",2.09
"459","RT","R4","Venus","AF","351 ",51,"02/06/2013",351,0,0,0,1.02,0.08,"0","0",1.15
"460","RT","R4","Venus","AF","708 ",51,"02/10/2013",708,21,0,0,1.02,0.08,"0","0",1.15
"461","RT","R4","Venus","AF","1763 ",51,"02/11/2013",1763,17,0,0,1.02,0.08,"0","0",1.15
"462","RT","R4","Venus","AF","3436 ",51,"02/15/2013",3436,42,0,0,1.02,0.08,"0","0",1.15
"463","RT","R4","Venus","AF","1511 ",52,"03/09/2013",1511,27,0,0,0.72,0,"0","0",0.91
"464","RT","R4","Venus","AF","369 ",53,"03/27/2013",369,0,0,0,0.57,0,"0","0",
"465","RT","R4","Venus","AF","231 ",53,"04/01/2013",231,0,0,0,0.57,0,"0","0",
"466","RT","R4","Venus","AF","2489 ",63,"03/15/2014",2489,0,0,0,1.24,0,"2","2",2.36
"467","RT","R4","Venus","AF","777 ",63,"03/17/2014",777,0,0,0,1.24,0,"2","2",2.36
"468","RT","R4","Venus","AFi","717 ",63,"03/18/2014",717,0,0,0,1.24,0,"2","2",2.36
"469","RT","R4","Venus","AF","5026 ",63,"03/23/2014",5026,0,0,0,1.24,0,"2","2",2.36
"470","RT","R4","Venus","AF","2244 ",66,"06/13/2014",2244,0,0,0,0.98,0.25,"2","2",
"471","RT","R4","Venus","AF","240 ",67,"07/17/2014",240,0,0,0,0.99,0,"2","2",0.46
"472","RT","R5","Annette","AF","223 ",57,"11/05/2013",223,84,0,8,0.91,0.15,"1","1",
"473","RT","R5","Annette","AF","109 ",58,"12/01/2013",109,100,0,10,1.2,0.15,"1","1",
"474","RT","R5","Annette","AF","395 ",60,"01/04/2014",395,67,0,0,0.35,0,"1","1",1.44
"475","RT","R5","Annette","AF","201 ",60,"01/08/2014",201,96,0,0,0.35,0,"1","1",1.44
"476","RT","R5","Annette","AF","113 ",60,"01/13/2014",113,80,0,4,0.35,0,"1","1",1.44
"477","RT","R5","Annette","AF","1249 ",61,"02/03/2014",1249,62,0,0,0.24,0.12,"1","1",15.07
"478","RT","R5","Chris","AF","216 ",60,"01/15/2014",216,100,0,4,0.35,0,"0","0",
"479","RT","R5","Chris","AF","374 ",61,"02/02/2014",374,45,0,0,0.24,0.12,"0","0",
"480","RT","R5","Dizzy","AF","778 ",58,"11/22/2013",778,88,0,12,1.2,0.15,"0","0",68.52
"481","RT","R5","Dizzy","AF","243 ",60,"01/09/2014",243,24,0,6,0.35,0,"0","0",1.3
"482","RT","R5","Dizzy","AF","168 ",60,"01/10/2014",168,100,0,0,0.35,0,"0","0",1.3
"483","RT","R5","Dizzy","AF","441 ",61,"02/03/2014",441,62,0,0,0.24,0.12,"1","1",19.25
"484","RT","R5","Doreen","AF","76 ",57,"11/04/2013",76,88,0,0,0.91,0.15,"1","1",24.45
"485","RT","R5","Doreen","AF","115 ",58,"11/20/2013",115,100,0,12,1.2,0.15,"1","1",
"486","RT","R5","Doreen","AF","301 ",58,"11/23/2013",301,88,0,12,1.2,0.15,"1","1",
"487","RT","R5","Doreen","AF","115 ",58,"11/24/2013",115,100,0,16,1.2,0.15,"1","1",
"488","RT","R5","Doreen","AF","242 ",58,"11/27/2013",242,44,0,16,1.2,0.15,"1","1",
"489","RT","R5","Doreen","AF","96 ",59,"12/15/2013",96,100,0,4,0.3,0.08,"1","1",29.06
"490","RT","R5","Doreen","AF","164 ",59,"12/17/2013",164,84,0,8,0.3,0.08,"1","1",29.06
"491","RT","R5","Doreen","AF","184 ",59,"12/18/2013",184,96,0,8,0.3,0.08,"1","1",29.06
"492","RT","R5","Doreen","AF","374 ",60,"01/05/2014",374,45,0,0,0.35,0,"1","1",2.88
"493","RT","R5","Doreen","AF","526 ",60,"01/06/2014",526,27,0,5,0.35,0,"1","1",2.88
"494","RT","R5","Doreen","AF","545 ",60,"01/12/2014",545,71,0,6,0.35,0,"1","1",2.88
"495","RT","R5","Doreen","AF","363 ",61,"01/31/2014",363,63,0,0,0.24,0.12,"2","2",1.59
"496","RT","R5","Edith","AF","271 ",57,"11/02/2013",271,0,0,20,0.91,0.15,"1","1",69.59
"497","RT","R5","Edith","AF","412 ",57,"11/05/2013",412,84,0,8,0.91,0.15,"1","1",69.59
"498","RT","R5","Edith","AF","69 ",58,"11/21/2013",69,96,0,4,1.2,0.15,"1","1",4.42
"499","RT","R5","Edith","AF","150 ",58,"11/22/2013",150,88,0,12,1.2,0.15,"1","1",4.42
"500","RT","R5","Edith","AF","182 ",58,"11/23/2013",182,88,0,12,1.2,0.15,"1","1",4.42
"501","RT","R5","Edith","AF","110 ",58,"11/25/2013",110,68,0,8,1.2,0.15,"1","1",4.42
"502","RT","R5","Edith","AF","294 ",58,"11/28/2013",294,84,0,28,1.2,0.15,"1","1",4.42
"503","RT","R5","Edith","AF","174 ",59,"12/10/2013",174,92,0,20,0.3,0.08,"1","1",120.71
"504","RT","R5","Edith","AF","248 ",60,"01/07/2014",248,91,0,0,0.35,0,"2","2",1.53
